Region,SettlementType,Year,TypeOfIncome,Amount(RSD),StructuralPercentage
Voyvodina/North,City,2012,Earnings from Unorthodox Work Relations,2211.0,4.2
Voyvodina/North,City,2012,Pensions,19936.0,37.5
Voyvodina/North,City,2012,Social Sequrity Earnings,1290.0,2.4
Voyvodina/North,City,2012,"Earnings from Agricultural, Hunting and Fishing Actions",1492.0,2.8
Voyvodina/North,City,2012,Foreign Earnings,827.0,1.6
Voyvodina/North,City,2012,Real Estate Earnings,277.0,0.5
Voyvodina/North,City,2012,Presents,400.0,0.8
Voyvodina/North,City,2012,Investment Interest,983.0,1.8
Voyvodina/North,City,2012,Rest,934.0,1.8
Voyvodina/North,City,2012,Earnings in Labor,1105.0,2.1
Voyvodina/North,City,2012,Other Earnings in Labor,14.0,0.0
Voyvodina/North,Rest,2012,Total Earnings,51716.0,100.0
Voyvodina/North,Rest,2012,Earnings in Currency,46810.0,90.5
Voyvodina/North,Rest,2012,Earnings from Orthodox Work Relations a.k.a. Job,17767.0,34.4
Voyvodina/North,Rest,2012,Earnings from Unorthodox Work Relations,2785.0,5.4
Voyvodina/North,Rest,2012,Pensions,14994.0,29.0
Voyvodina/North,Rest,2012,Social Sequrity Earnings,1754.0,3.4
Voyvodina/North,Rest,2012,"Earnings from Agricultural, Hunting and Fishing Actions",5764.0,11.1
Voyvodina/North,Rest,2012,Foreign Earnings,843.0,1.6
Voyvodina/North,Rest,2012,Real Estate Earnings,348.0,0.7
Voyvodina/North,Rest,2012,Presents,393.0,0.8
Voyvodina/North,Rest,2012,Investment Interest,533.0,1.0
Voyvodina/North,Rest,2012,Rest,1629.0,3.1
Voyvodina/North,Rest,2012,Earnings in Labor,4906.0,9.5
Voyvodina/North,Rest,2012,Other Earnings in Labor,90.0,0.2
Central and West,Total,2012,Total Earnings,47018.0,100.0
Central and West,Total,2012,Earnings in Currency,42243.0,89.8
Central and West,Total,2012,Earnings from Orthodox Work Relations a.k.a. Job,18291.0,38.8
Central and West,Total,2012,Earnings from Unorthodox Work Relations,682.0,1.5
Central and West,Total,2012,Pensions,15666.0,33.2
Central and West,Total,2012,Social Sequrity Earnings,1020.0,2.2
Central and West,Total,2012,"Earnings from Agricultural, Hunting and Fishing Actions",2245.0,4.8
Central and West,Total,2012,Foreign Earnings,529.0,1.1
Central and West,Total,2012,Real Estate Earnings,176.0,0.4
Central and West,Total,2012,Presents,259.0,0.6
Central and West,Total,2012,Investment Interest,604.0,1.3
Central and West,Total,2012,Rest,2771.0,5.9
Central and West,Total,2012,Earnings in Labor,4775.0,10.2
Central and West,Total,2012,Other Earnings in Labor,8.0,0.1
Central and West,City,2012,Total Earnings,47733.0,100.0
Central and West,City,2012,Earnings in Currency,47289.0,99.1
Central and West,City,2012,Earnings from Orthodox Work Relations a.k.a. Job,22400.0,47.0
Central and West,City,2012,Earnings from Unorthodox Work Relations,703.0,1.5
Central and West,City,2012,Pensions,19766.0,41.4
Central and West,City,2012,Social Sequrity Earnings,996.0,2.1
Central and West,City,2012,"Earnings from Agricultural, Hunting and Fishing Actions",200.0,0.4
Central and West,City,2012,Foreign Earnings,452.0,0.9
Central and West,City,2012,Real Estate Earnings,330.0,0.7
Central and West,City,2012,Presents,300.0,0.6
Central and West,City,2012,Investment Interest,626.0,1.3
Central and West,City,2012,Rest,1516.0,3.2
Central and West,City,2012,Earnings in Labor,444.0,0.9
Central and West,City,2012,Other Earnings in Labor,0.0,0.0
Central and West,Rest,2012,Total Earnings,45924.0,100.0
Central and West,Rest,2012,Earnings in Currency,37298.0,81.2
Central and West,Rest,2012,Earnings from Orthodox Work Relations a.k.a. Job,14637.0,31.8
Central and West,Rest,2012,Earnings from Unorthodox Work Relations,663.0,1.4
Central and West,Rest,2012,Pensions,12020.0,26.2
Central and West,Rest,2012,Social Sequrity Earnings,1041.0,2.3
Central and West,Rest,2012,"Earnings from Agricultural, Hunting and Fishing Actions",4064.0,8.8
Central and West,Rest,2012,Foreign Earnings,597.0,1.3
Central and West,Rest,2012,Real Estate Earnings,4.0,0.0
Central and West,Rest,2012,Presents,221.0,0.5
Central and West,Rest,2012,Investment Interest,166.0,0.4
Central and West,Rest,2012,Rest,3885.0,8.5
Central and West,Rest,2012,Earnings in Labor,8626.0,18.8
Central and West,Rest,2012,Other Earnings in Labor,16.0,0.1
South and East,Total,2012,Total Earnings,47159.0,100.0
South and East,Total,2012,Earnings in Currency,43633.0,92.5
South and East,Total,2012,Earnings from Orthodox Work Relations a.k.a. Job,17755.0,37.6
South and East,Total,2012,Earnings from Unorthodox Work Relations,1346.0,2.9
South and East,Total,2012,Pensions,17131.0,36.3
South and East,Total,2012,Social Sequrity Earnings,1145.0,2.4
South and East,Total,2012,"Earnings from Agricultural, Hunting and Fishing Actions",791.0,1.7
South and East,Total,2012,Foreign Earnings,1528.0,3.2
South and East,Total,2012,Real Estate Earnings,192.0,0.4
South and East,Total,2012,Presents,239.0,0.5
South and East,Total,2012,Investment Interest,267.0,0.6
South and East,Total,2012,Rest,3239.0,6.9
South and East,Total,2012,Earnings in Labor,3526.0,7.5
South and East,Total,2012,Other Earnings in Labor,51.0,0.1
South and East,City,2012,Total Earnings,50055.0,100.0
South and East,City,2012,Earnings in Currency,49697.0,99.3
South and East,City,2012,Earnings from Orthodox Work Relations a.k.a. Job,22639.0,45.2
South and East,City,2012,Earnings from Unorthodox Work Relations,1869.0,3.7
South and East,City,2012,Pensions,19160.0,38.3
South and East,City,2012,Social Sequrity Earnings,1087.0,2.2
South and East,City,2012,"Earnings from Agricultural, Hunting and Fishing Actions",41.0,0.1
South and East,City,2012,Foreign Earnings,936.0,1.9
South and East,City,2012,Real Estate Earnings,381.0,0.8
South and East,City,2012,Presents,402.0,0.8
South and East,City,2012,Investment Interest,368.0,0.7
South and East,City,2012,Rest,2814.0,5.6
South and East,City,2012,Earnings in Labor,358.0,0.7
South and East,City,2012,Other Earnings in Labor,0.0,0.0
South and East,Rest,2012,Total Earnings,44724.0,100.0
South and East,Rest,2012,Earnings in Currency,38039.0,85.1
South and East,Rest,2012,Earnings from Orthodox Work Relations a.k.a. Job,12884.0,28.9
South and East,Rest,2012,Earnings from Unorthodox Work Relations,825.0,1.8
South and East,Rest,2012,Pensions,15108.0,33.8
South and East,Rest,2012,Social Sequrity Earnings,1203.0,2.7
South and East,Rest,2012,"Earnings from Agricultural, Hunting and Fishing Actions",1539.0,3.4
South and East,Rest,2012,Foreign Earnings,2119.0,4.7
South and East,Rest,2012,Real Estate Earnings,40.0,0.1
South and East,Rest,2012,Presents,75.0,0.2
South and East,Rest,2012,Investment Interest,585.0,1.3
South and East,Rest,2012,Rest,3661.0,8.2
South and East,Rest,2012,Earnings in Labor,6685.0,14.9
South and East,Rest,2012,Other Earnings in Labor,102.0,0.2
State,Total,2013,Total Earnings,56073.0,100.0
State,Total,2013,Earnings in Currency,53493.0,95.4
State,Total,2013,Earnings from Orthodox Work Relations a.k.a. Job,24617.0,43.8
State,Total,2013,Earnings from Unorthodox Work Relations,1795.0,3.2
State,Total,2013,Pensions,18264.0,32.6
State,Total,2013,Social Sequrity Earnings,1377.0,2.5
State,Total,2013,"Earnings from Agricultural, Hunting and Fishing Actions",2799.0,5.0
State,Total,2013,Foreign Earnings,895.0,1.6
State,Total,2013,Real Estate Earnings,251.0,0.4
State,Total,2013,Presents,656.0,1.2
State,Total,2013,Investment Interest,725.0,1.3
State,Total,2013,Rest,2114.0,3.8
State,Total,2013,Earnings in Labor,2580.0,4.6
State,Total,2013,Other Earnings in Labor,67.0,0.1
State,City,2013,Total Earnings,58534.0,100.0
State,City,2013,Earnings in Currency,58034.0,99.1
State,City,2013,Earnings from Orthodox Work Relations a.k.a. Job,29258.0,50.0
State,City,2013,Earnings from Unorthodox Work Relations,1871.0,3.2
State,City,2013,Pensions,20280.0,34.6
State,City,2013,Social Sequrity Earnings,1401.0,2.4
State,City,2013,"Earnings from Agricultural, Hunting and Fishing Actions",866.0,1.5
State,City,2013,Foreign Earnings,754.0,1.3
State,City,2013,Real Estate Earnings,289.0,0.5
State,City,2013,Presents,790.0,1.3
State,City,2013,Investment Interest,880.0,1.5
State,City,2013,Rest,1645.0,2.8
State,City,2013,Earnings in Labor,500.0,0.9
State,City,2013,Other Earnings in Labor,45.0,0.1
State,Rest,2013,Total Earnings,52062.0,100.0
State,Rest,2013,Earnings in Currency,46103.0,88.6
State,Rest,2013,Earnings from Orthodox Work Relations a.k.a. Job,17065.0,32.8
State,Rest,2013,Earnings from Unorthodox Work Relations,1672.0,3.2
State,Rest,2013,Pensions,14983.0,28.8
State,Rest,2013,Social Sequrity Earnings,1338.0,2.6
State,Rest,2013,"Earnings from Agricultural, Hunting and Fishing Actions",5945.0,11.4
State,Rest,2013,Foreign Earnings,1124.0,2.2
State,Rest,2013,Real Estate Earnings,191.0,0.4
State,Rest,2013,Presents,439.0,0.8
State,Rest,2013,Investment Interest,473.0,0.9
State,Rest,2013,Rest,2873.0,5.5
State,Rest,2013,Earnings in Labor,5959.0,11.4
State,Rest,2013,Other Earnings in Labor,102.0,0.2
Belgrade,Total,2013,Total Earnings,64535.0,100.0
Belgrade,Total,2013,Earnings in Currency,63788.0,98.8
Belgrade,Total,2013,Earnings from Orthodox Work Relations a.k.a. Job,32104.0,49.7
Belgrade,Total,2013,Earnings from Unorthodox Work Relations,2270.0,3.5
Belgrade,Total,2013,Pensions,22367.0,34.7
Belgrade,Total,2013,Social Sequrity Earnings,1196.0,1.9
Belgrade,Total,2013,"Earnings from Agricultural, Hunting and Fishing Actions",16.0,0.0
Belgrade,Total,2013,Foreign Earnings,588.0,0.9
Belgrade,Total,2013,Real Estate Earnings,182.0,0.3
Belgrade,Total,2013,Presents,1475.0,2.3
Belgrade,Total,2013,Investment Interest,1050.0,1.6
Belgrade,Total,2013,Rest,2540.0,3.9
Belgrade,Total,2013,Earnings in Labor,747.0,1.2
Belgrade,Total,2013,Other Earnings in Labor,78.0,0.1
Belgrade,City,2013,Total Earnings,65864.0,100.0
Belgrade,City,2013,Earnings in Currency,65523.0,99.5
Belgrade,City,2013,Earnings from Orthodox Work Relations a.k.a. Job,33196.0,50.4
Belgrade,City,2013,Earnings from Unorthodox Work Relations,2463.0,3.7
Belgrade,City,2013,Pensions,22959.0,34.9
Belgrade,City,2013,Social Sequrity Earnings,1156.0,1.8
Belgrade,City,2013,"Earnings from Agricultural, Hunting and Fishing Actions",5.0,0.0
Belgrade,City,2013,Foreign Earnings,641.0,1.0
Belgrade,City,2013,Real Estate Earnings,218.0,0.3
Belgrade,City,2013,Presents,1531.0,2.3
Belgrade,City,2013,Investment Interest,1106.0,1.7
Belgrade,City,2013,Rest,2248.0,3.4
Belgrade,City,2013,Earnings in Labor,341.0,0.5
Belgrade,City,2013,Other Earnings in Labor,92.0,0.1
Belgrade,Rest,2013,Total Earnings,57735.0,100.0
Belgrade,Rest,2013,Earnings in Currency,54916.0,95.1
Belgrade,Rest,2013,Earnings from Orthodox Work Relations a.k.a. Job,26523.0,45.9
Belgrade,Rest,2013,Earnings from Unorthodox Work Relations,1286.0,2.2
Belgrade,Rest,2013,Pensions,19346.0,33.5
Belgrade,Rest,2013,Social Sequrity Earnings,1384.0,2.4
Belgrade,Rest,2013,"Earnings from Agricultural, Hunting and Fishing Actions",72.0,0.1
Belgrade,Rest,2013,Foreign Earnings,318.0,0.6
Belgrade,Rest,2013,Real Estate Earnings,0.0,0.0
Belgrade,Rest,2013,Presents,1190.0,2.1
Belgrade,Rest,2013,Investment Interest,764.0,1.3
Belgrade,Rest,2013,Rest,4033.0,7.0
Belgrade,Rest,2013,Earnings in Labor,2819.0,4.9
Belgrade,Rest,2013,Other Earnings in Labor,11.0,0.0
Voyvodina/North,Total,2013,Total Earnings,57862.0,100.0
Voyvodina/North,Total,2013,Earnings in Currency,55462.0,95.9
Voyvodina/North,Total,2013,Earnings from Orthodox Work Relations a.k.a. Job,23777.0,41.2
Voyvodina/North,Total,2013,Earnings from Unorthodox Work Relations,2301.0,4.0
Voyvodina/North,Total,2013,Pensions,16545.0,28.6
Voyvodina/North,Total,2013,Social Sequrity Earnings,1987.0,3.4
Voyvodina/North,Total,2013,"Earnings from Agricultural, Hunting and Fishing Actions",6504.0,11.2
Voyvodina/North,Total,2013,Foreign Earnings,1384.0,2.4
Voyvodina/North,Total,2013,Real Estate Earnings,609.0,1.1
Voyvodina/North,Total,2013,Presents,358.0,0.6
Voyvodina/North,Total,2013,Investment Interest,640.0,1.1
Voyvodina/North,Total,2013,Rest,1357.0,2.3
Voyvodina/North,Total,2013,Earnings in Labor,2400.0,4.1
Voyvodina/North,Total,2013,Other Earnings in Labor,60.0,0.1
Voyvodina/North,City,2013,Total Earnings,57792.0,100.0
Voyvodina/North,City,2013,Earnings in Currency,57004.0,98.6
Voyvodina/North,City,2013,Earnings from Orthodox Work Relations a.k.a. Job,27860.0,48.2
Voyvodina/North,City,2013,Earnings from Unorthodox Work Relations,1911.0,3.3
Voyvodina/North,City,2013,Pensions,19196.0,33.2
Voyvodina/North,City,2013,Social Sequrity Earnings,2132.0,3.7
Voyvodina/North,City,2013,"Earnings from Agricultural, Hunting and Fishing Actions",2347.0,4.1
Voyvodina/North,City,2013,Foreign Earnings,921.0,1.6
Voyvodina/North,City,2013,Real Estate Earnings,600.0,1.0
Voyvodina/North,City,2013,Presents,415.0,0.7
Voyvodina/North,City,2013,Investment Interest,651.0,1.1
Voyvodina/North,City,2013,Rest,971.0,1.7
Voyvodina/North,City,2013,Earnings in Labor,788.0,1.4
Voyvodina/North,City,2013,Other Earnings in Labor,39.0,0.1
Voyvodina/North,Rest,2013,Total Earnings,57976.0,100.0
Voyvodina/North,Rest,2013,Earnings in Currency,53061.0,91.5
Voyvodina/North,Rest,2013,Earnings from Orthodox Work Relations a.k.a. Job,17400.0,30.0
Voyvodina/North,Rest,2013,Earnings from Unorthodox Work Relations,2909.0,5.0
Voyvodina/North,Rest,2013,Pensions,12407.0,21.4
Voyvodina/North,Rest,2013,Social Sequrity Earnings,1759.0,3.0
Voyvodina/North,Rest,2013,"Earnings from Agricultural, Hunting and Fishing Actions",12997.0,22.4
Voyvodina/North,Rest,2013,Foreign Earnings,2108.0,3.6
Voyvodina/North,Rest,2013,Real Estate Earnings,625.0,1.1
Voyvodina/North,Rest,2013,Presents,270.0,0.5
Voyvodina/North,Rest,2013,Investment Interest,622.0,1.1
Voyvodina/North,Rest,2013,Rest,1964.0,3.4
Voyvodina/North,Rest,2013,Earnings in Labor,4915.0,8.5
Voyvodina/North,Rest,2013,Other Earnings in Labor,92.0,0.2
Central and West,Total,2013,Total Earnings,50956.0,100.0
Central and West,Total,2013,Earnings in Currency,46966.0,92.2
Central and West,Total,2013,Earnings from Orthodox Work Relations a.k.a. Job,21966.0,43.1
Central and West,Total,2013,Earnings from Unorthodox Work Relations,954.0,1.9
Central and West,Total,2013,Pensions,16720.0,32.8
Central and West,Total,2013,Social Sequrity Earnings,1161.0,2.3
Central and West,Total,2013,"Earnings from Agricultural, Hunting and Fishing Actions",2642.0,5.2
Central and West,Total,2013,Foreign Earnings,464.0,0.9
Central and West,Total,2013,Real Estate Earnings,58.0,0.1
Central and West,Total,2013,Presents,451.0,0.9
Central and West,Total,2013,Investment Interest,773.0,1.5
Central and West,Total,2013,Rest,1777.0,3.5
Central and West,Total,2013,Earnings in Labor,3990.0,7.8
Central and West,Total,2013,Other Earnings in Labor,15.0,0.0
Central and West,City,2013,Total Earnings,53169.0,100.0
Central and West,City,2013,Earnings in Currency,52775.0,99.3
Central and West,City,2013,Earnings from Orthodox Work Relations a.k.a. Job,27211.0,51.2
Central and West,City,2013,Earnings from Unorthodox Work Relations,844.0,1.6
Central and West,City,2013,Pensions,19225.0,36.2
Central and West,City,2013,Social Sequrity Earnings,1052.0,2.0
Central and West,City,2013,"Earnings from Agricultural, Hunting and Fishing Actions",1012.0,1.9
Central and West,City,2013,Foreign Earnings,537.0,1.0
Central and West,City,2013,Real Estate Earnings,102.0,0.2
Central and West,City,2013,Presents,482.0,0.9
Central and West,City,2013,Investment Interest,1225.0,2.3
Central and West,City,2013,Rest,1085.0,2.0
Central and West,City,2013,Earnings in Labor,394.0,0.7
Central and West,City,2013,Other Earnings in Labor,0.0,0.0
Central and West,Rest,2013,Total Earnings,48806.0,100.0
Central and West,Rest,2013,Earnings in Currency,41335.0,84.7
Central and West,Rest,2013,Earnings from Orthodox Work Relations a.k.a. Job,16887.0,34.6
Central and West,Rest,2013,Earnings from Unorthodox Work Relations,1061.0,2.2
Central and West,Rest,2013,Pensions,14294.0,29.3
Central and West,Rest,2013,Social Sequrity Earnings,1262.0,2.6
Central and West,Rest,2013,"Earnings from Agricultural, Hunting and Fishing Actions",4219.0,8.6
Central and West,Rest,2013,Foreign Earnings,393.0,0.8
Central and West,Rest,2013,Real Estate Earnings,15.0,0.0
Central and West,Rest,2013,Presents,422.0,0.9
Central and West,Rest,2013,Investment Interest,335.0,0.7
Central and West,Rest,2013,Rest,2447.0,5.0
Central and West,Rest,2013,Earnings in Labor,7471.0,15.3
Central and West,Rest,2013,Other Earnings in Labor,30.0,0.1
South and East,Total,2013,Total Earnings,50243.0,100.0
South and East,Total,2013,Earnings in Currency,47069.0,93.7
South and East,Total,2013,Earnings from Orthodox Work Relations a.k.a. Job,20318.0,40.4
South and East,Total,2013,Earnings from Unorthodox Work Relations,1631.0,3.2
South and East,Total,2013,Pensions,17714.0,35.3
South and East,Total,2013,Social Sequrity Earnings,1047.0,2.1
South and East,Total,2013,"Earnings from Agricultural, Hunting and Fishing Actions",1300.0,2.6
South and East,Total,2013,Foreign Earnings,1151.0,2.3
South and East,Total,2013,Real Estate Earnings,102.0,0.2
South and East,Total,2013,Presents,355.0,0.7
South and East,Total,2013,Investment Interest,395.0,0.8
South and East,Total,2013,Rest,3056.0,6.1
South and East,Total,2013,Earnings in Labor,3174.0,6.3
South and East,Total,2013,Other Earnings in Labor,129.0,0.2
South and East,City,2013,Total Earnings,52540.0,100.0
South and East,City,2013,Earnings in Currency,52059.0,99.1
South and East,City,2013,Earnings from Orthodox Work Relations a.k.a. Job,26577.0,50.6
South and East,City,2013,Earnings from Unorthodox Work Relations,1926.0,3.7
South and East,City,2013,Pensions,18267.0,34.8
South and East,City,2013,Social Sequrity Earnings,1136.0,2.2
South and East,City,2013,"Earnings from Agricultural, Hunting and Fishing Actions",20.0,0.0
South and East,City,2013,Foreign Earnings,962.0,1.8
South and East,City,2013,Real Estate Earnings,167.0,0.3
South and East,City,2013,Presents,365.0,0.7
South and East,City,2013,Investment Interest,413.0,0.8
South and East,City,2013,Rest,2226.0,4.2
South and East,City,2013,Earnings in Labor,481.0,0.9
South and East,City,2013,Other Earnings in Labor,22.0,0.0
South and East,Rest,2013,Total Earnings,47551.0,100.0
South and East,Rest,2013,Earnings in Currency,41214.0,86.7
South and East,Rest,2013,Earnings from Orthodox Work Relations a.k.a. Job,12972.0,27.3
South and East,Rest,2013,Earnings from Unorthodox Work Relations,1286.0,2.7
South and East,Rest,2013,Pensions,17065.0,35.8
South and East,Rest,2013,Social Sequrity Earnings,945.0,2.0
South and East,Rest,2013,"Earnings from Agricultural, Hunting and Fishing Actions",2801.0,5.9
South and East,Rest,2013,Foreign Earnings,1372.0,2.9
South and East,Rest,2013,Real Estate Earnings,25.0,0.1
South and East,Rest,2013,Presents,343.0,0.7
South and East,Rest,2013,Investment Interest,374.0,0.8
South and East,Rest,2013,Rest,4031.0,8.5
South and East,Rest,2013,Earnings in Labor,6337.0,13.3
South and East,Rest,2013,Other Earnings in Labor,254.0,0.5
State,Total,2014,Total Earnings,57054.0,100.0
State,Total,2014,Earnings in Currency,54593.0,95.7
State,Total,2014,Earnings from Orthodox Work Relations a.k.a. Job,26136.0,45.8
State,Total,2014,Earnings from Unorthodox Work Relations,1540.0,2.7
State,Total,2014,Pensions,18117.0,31.8
State,Total,2014,Social Sequrity Earnings,2113.0,3.7
State,Total,2014,"Earnings from Agricultural, Hunting and Fishing Actions",3095.0,5.4
State,Total,2014,Foreign Earnings,717.0,1.3
State,Total,2014,Real Estate Earnings,363.0,0.6
State,Total,2014,Presents,500.0,0.9
State,Total,2014,Investment Interest,0.0,0.0
State,Total,2014,Rest,2012.0,3.5
State,Total,2014,Earnings in Labor,2461.0,4.3
State,Total,2014,Other Earnings in Labor,24.0,0.0
State,City,2014,Total Earnings,59376.0,100.0
State,City,2014,Earnings in Currency,58934.0,99.3
State,City,2014,Earnings from Orthodox Work Relations a.k.a. Job,32035.0,54.1
State,City,2014,Earnings from Unorthodox Work Relations,1543.0,2.6
State,City,2014,Pensions,19616.0,33.0
State,City,2014,Social Sequrity Earnings,2185.0,3.7
State,City,2014,"Earnings from Agricultural, Hunting and Fishing Actions",382.0,0.6
State,City,2014,Foreign Earnings,645.0,1.1
State,City,2014,Real Estate Earnings,351.0,0.6
State,City,2014,Presents,606.0,1.0
State,City,2014,Investment Interest,0.0,0.0
State,City,2014,Rest,1571.0,2.6
State,City,2014,Earnings in Labor,442.0,0.7
State,City,2014,Other Earnings in Labor,31.0,0.1
State,Rest,2014,Total Earnings,53274.0,100.0
State,Rest,2014,Earnings in Currency,47526.0,89.2
State,Rest,2014,Earnings from Orthodox Work Relations a.k.a. Job,16539.0,31.1
State,Rest,2014,Earnings from Unorthodox Work Relations,1534.0,2.9
State,Rest,2014,Pensions,15679.0,29.4
State,Rest,2014,Social Sequrity Earnings,1994.0,3.7
State,Rest,2014,"Earnings from Agricultural, Hunting and Fishing Actions",7509.0,14.1
State,Rest,2014,Foreign Earnings,835.0,1.6
State,Rest,2014,Real Estate Earnings,383.0,0.7
State,Rest,2014,Presents,327.0,0.6
State,Rest,2014,Investment Interest,0.0,0.0
State,Rest,2014,Rest,2726.0,5.1
State,Rest,2014,Earnings in Labor,5748.0,10.8
State,Rest,2014,Other Earnings in Labor,13.0,0.0
Belgrade,Total,2014,Total Earnings,67462.0,100.0
Belgrade,Total,2014,Earnings in Currency,66905.0,99.2
Belgrade,Total,2014,Earnings from Orthodox Work Relations a.k.a. Job,37576.0,55.7
Belgrade,Total,2014,Earnings from Unorthodox Work Relations,1638.0,2.4
Belgrade,Total,2014,Pensions,21242.0,31.5
Belgrade,Total,2014,Social Sequrity Earnings,2840.0,4.2
Belgrade,Total,2014,"Earnings from Agricultural, Hunting and Fishing Actions",276.0,0.4
Belgrade,Total,2014,Foreign Earnings,650.0,1.0
Belgrade,Total,2014,Real Estate Earnings,425.0,0.6
Belgrade,Total,2014,Presents,797.0,1.2
Belgrade,Total,2014,Investment Interest,0.0,0.0
Belgrade,Total,2014,Rest,1461.0,2.2
Belgrade,Total,2014,Earnings in Labor,557.0,0.8
Belgrade,Total,2014,Other Earnings in Labor,87.0,0.1
Belgrade,City,2014,Total Earnings,69573.0,100.0
Belgrade,City,2014,Earnings in Currency,69413.0,99.8
Belgrade,City,2014,Earnings from Orthodox Work Relations a.k.a. Job,39686.0,57.1
Belgrade,City,2014,Earnings from Unorthodox Work Relations,1825.0,2.6
Belgrade,City,2014,Pensions,21666.0,31.2
Belgrade,City,2014,Social Sequrity Earnings,2842.0,4.1
Belgrade,City,2014,"Earnings from Agricultural, Hunting and Fishing Actions",217.0,0.3
Belgrade,City,2014,Foreign Earnings,705.0,1.0
Belgrade,City,2014,Real Estate Earnings,432.0,0.6
Belgrade,City,2014,Presents,828.0,1.2
Belgrade,City,2014,Investment Interest,0.0,0.0
Belgrade,City,2014,Rest,1212.0,1.7
Belgrade,City,2014,Earnings in Labor,160.0,0.2
Belgrade,City,2014,Other Earnings in Labor,94.0,0.1
Belgrade,Rest,2014,Total Earnings,56678.0,100.0
Belgrade,Rest,2014,Earnings in Currency,54103.0,95.5
Belgrade,Rest,2014,Earnings from Orthodox Work Relations a.k.a. Job,26795.0,47.4
Belgrade,Rest,2014,Earnings from Unorthodox Work Relations,677.0,1.2
Belgrade,Rest,2014,Pensions,19082.0,33.7
Belgrade,Rest,2014,Social Sequrity Earnings,2843.0,5.0
Belgrade,Rest,2014,"Earnings from Agricultural, Hunting and Fishing Actions",573.0,1.0
Belgrade,Rest,2014,Foreign Earnings,366.0,0.6
Belgrade,Rest,2014,Real Estate Earnings,397.0,0.7
Belgrade,Rest,2014,Presents,635.0,1.1
Belgrade,Rest,2014,Investment Interest,0.0,0.0
Belgrade,Rest,2014,Rest,2735.0,4.8
Belgrade,Rest,2014,Earnings in Labor,2575.0,4.5
Belgrade,Rest,2014,Other Earnings in Labor,48.0,0.1
Voyvodina/North,Total,2014,Total Earnings,56405.0,100.0
Voyvodina/North,Total,2014,Earnings in Currency,54348.0,96.4
Voyvodina/North,Total,2014,Earnings from Orthodox Work Relations a.k.a. Job,24421.0,43.3
Voyvodina/North,Total,2014,Earnings from Unorthodox Work Relations,2050.0,3.6
Voyvodina/North,Total,2014,Pensions,18403.0,32.6
Voyvodina/North,Total,2014,Social Sequrity Earnings,1778.0,3.2
Voyvodina/North,Total,2014,"Earnings from Agricultural, Hunting and Fishing Actions",4899.0,8.7
Voyvodina/North,Total,2014,Foreign Earnings,774.0,1.4
Voyvodina/North,Total,2014,Real Estate Earnings,654.0,1.2
Voyvodina/North,Total,2014,Presents,363.0,0.6
Voyvodina/North,Total,2014,Investment Interest,0.0,0.0
Voyvodina/North,Total,2014,Rest,1006.0,1.8
Voyvodina/North,Total,2014,Earnings in Labor,2057.0,3.6
Voyvodina/North,Total,2014,Other Earnings in Labor,4.0,0.0
Voyvodina/North,City,2014,Total Earnings,55845.0,100.0
Voyvodina/North,City,2014,Earnings in Currency,55135.0,98.7
Voyvodina/North,City,2014,Earnings from Orthodox Work Relations a.k.a. Job,28292.0,50.7
Voyvodina/North,City,2014,Earnings from Unorthodox Work Relations,1891.0,3.4
Voyvodina/North,City,2014,Pensions,20528.0,36.8
Voyvodina/North,City,2014,Social Sequrity Earnings,1588.0,2.8
Voyvodina/North,City,2014,"Earnings from Agricultural, Hunting and Fishing Actions",689.0,1.2
Voyvodina/North,City,2014,Foreign Earnings,627.0,1.1
Voyvodina/North,City,2014,Real Estate Earnings,460.0,0.8
Voyvodina/North,City,2014,Presents,451.0,0.8
Voyvodina/North,City,2014,Investment Interest,0.0,0.0
Voyvodina/North,City,2014,Rest,609.0,1.1
Voyvodina/North,City,2014,Earnings in Labor,710.0,1.3
Voyvodina/North,City,2014,Other Earnings in Labor,0.0,0.0
Voyvodina/North,Rest,2014,Total Earnings,57279.0,100.0
Voyvodina/North,Rest,2014,Earnings in Currency,53119.0,92.7
Voyvodina/North,Rest,2014,Earnings from Orthodox Work Relations a.k.a. Job,18377.0,32.1
Voyvodina/North,Rest,2014,Earnings from Unorthodox Work Relations,2298.0,4.0
Voyvodina/North,Rest,2014,Pensions,15082.0,26.3
Voyvodina/North,Rest,2014,Social Sequrity Earnings,2075.0,3.6
Voyvodina/North,Rest,2014,"Earnings from Agricultural, Hunting and Fishing Actions",11472.0,20.0
Voyvodina/North,Rest,2014,Foreign Earnings,1004.0,1.8
Voyvodina/North,Rest,2014,Real Estate Earnings,957.0,1.7
Voyvodina/North,Rest,2014,Presents,226.0,0.4
Voyvodina/North,Rest,2014,Investment Interest,0.0,0.0
Voyvodina/North,Rest,2014,Rest,1628.0,2.8
Voyvodina/North,Rest,2014,Earnings in Labor,4160.0,7.3
Voyvodina/North,Rest,2014,Other Earnings in Labor,11.0,0.0
Central and West,Total,2014,Total Earnings,54142.0,100.0
Central and West,Total,2014,Earnings in Currency,49990.0,92.3
Central and West,Total,2014,Earnings from Orthodox Work Relations a.k.a. Job,22722.0,42.0
Central and West,Total,2014,Earnings from Unorthodox Work Relations,1199.0,2.2
Central and West,Total,2014,Pensions,16245.0,30.0
Central and West,Total,2014,Social Sequrity Earnings,1611.0,3.0
