Month,Year,Activity,ProductionIndex
1,2018,Food Products Production,84.7
1,2018,Drink Production,76.3
1,2018,Tobacoo Products Production,119.7
1,2018,Textile Production,103.8
1,2018,Clothing Production,100.6
1,2018,Leather and Leater Item Production,90.9
1,2018,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",96.6
1,2018,Paper and Paper Products Production,95.6
1,2018,Printing and Duplication of Audio and Video Material,75.1
1,2018,Coke and Refined Petroleum Production,102.7
1,2018,Chemicals and Chemical Products Production,148.0
1,2018,Basic Pharmaceutical Products and Remedies Production,99.6
1,2018,Rubber and Plastic Production,107.6
1,2018,Manufacture of Other Non-metallic Minerals Products,63.8
1,2018,Base Metals Production,141.5
1,2018,"Fabricated Metal Products Production, Except Machinery and Equipment",95.6
1,2018,"Computer, Electronic and Optical Products Production",83.8
1,2018,Electrical Equipment Production,79.1
1,2018,Unmentioned Machinery and Equipment Production,102.8
1,2018,"Motor Vehicles, Trailers and Semi-trailer Production",87.4
1,2018,Other Transport Equipment Production,106.2
1,2018,Furniture Production,112.0
1,2018,Other Manufacturing,91.8
1,2018,Repair and Installation of Machinery Equipment,88.0
1,2018,"Electricity, Gas, Steam and Air Conditioning Supply",123.1
1,2018,B - Mining,104.7
1,2018,C - Manufacturing Industry,96.9
1,2018,"D - Electricity, Gas, Steam and Air Conditioning Supply",123.1
1,2019,Total,98.0
1,2019,Coal Exploitation,101.4
1,2019,Oil and Natural Gas Exploitation,84.6
1,2019,Metal Ore Exploitation,91.7
1,2019,Other Types of Mining,36.2
1,2019,Food Products Production,80.6
1,2019,Drink Production,71.4
1,2019,Tobacoo Products Production,98.4
1,2019,Textile Production,96.0
1,2019,Clothing Production,98.2
1,2019,Leather and Leater Item Production,83.9
1,2019,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",56.0
1,2019,Paper and Paper Products Production,104.8
1,2019,Printing and Duplication of Audio and Video Material,85.9
1,2019,Coke and Refined Petroleum Production,114.4
1,2019,Chemicals and Chemical Products Production,115.4
1,2019,Basic Pharmaceutical Products and Remedies Production,101.0
1,2019,Rubber and Plastic Production,111.2
1,2019,Manufacture of Other Non-metallic Minerals Products,46.9
1,2019,Base Metals Production,123.8
1,2019,"Fabricated Metal Products Production, Except Machinery and Equipment",104.9
1,2019,"Computer, Electronic and Optical Products Production",65.7
1,2019,Electrical Equipment Production,82.8
1,2019,Unmentioned Machinery and Equipment Production,119.2
1,2019,"Motor Vehicles, Trailers and Semi-trailer Production",78.5
1,2019,Other Transport Equipment Production,188.6
1,2019,Furniture Production,104.7
1,2019,Other Manufacturing,107.4
1,2019,Repair and Installation of Machinery Equipment,100.0
1,2019,"Electricity, Gas, Steam and Air Conditioning Supply",111.4
1,2019,B - Mining,93.3
1,2019,C - Manufacturing Industry,94.6
1,2019,"D - Electricity, Gas, Steam and Air Conditioning Supply",111.4
2,2000,Total,94.5
2,2000,Coal Exploitation,101.8
2,2000,Oil and Natural Gas Exploitation,90.5
2,2000,Metal Ore Exploitation,122.6
2,2000,Other Types of Mining,54.7
2,2000,Food Products Production,86.8
2,2000,Drink Production,79.4
2,2000,Tobacoo Products Production,53.8
2,2000,Textile Production,412.2
2,2000,Clothing Production,342.9
2,2000,Leather and Leater Item Production,335.3
2,2000,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",456.7
2,2000,Paper and Paper Products Production,86.3
2,2000,Printing and Duplication of Audio and Video Material,93.1
2,2000,Coke and Refined Petroleum Production,36.6
2,2000,Chemicals and Chemical Products Production,71.2
2,2000,Basic Pharmaceutical Products and Remedies Production,40.5
2,2000,Rubber and Plastic Production,76.9
2,2000,Manufacture of Other Non-metallic Minerals Products,128.1
2,2000,Base Metals Production,85.8
2,2000,"Fabricated Metal Products Production, Except Machinery and Equipment",138.0
2,2000,"Computer, Electronic and Optical Products Production",2055.7
2,2000,Electrical Equipment Production,63.9
2,2000,Unmentioned Machinery and Equipment Production,212.9
2,2000,"Motor Vehicles, Trailers and Semi-trailer Production",64.8
2,2000,Other Transport Equipment Production,513.3
2,2000,Furniture Production,152.7
2,2000,Other Manufacturing,170.4
2,2000,Repair and Installation of Machinery Equipment,265.6
2,2000,"Electricity, Gas, Steam and Air Conditioning Supply",101.7
2,2000,B - Mining,92.2
2,2000,C - Manufacturing Industry,92.5
2,2000,"D - Electricity, Gas, Steam and Air Conditioning Supply",101.7
2,2001,Total,87.5
2,2001,Coal Exploitation,86.8
2,2001,Oil and Natural Gas Exploitation,80.9
2,2001,Metal Ore Exploitation,69.5
2,2001,Other Types of Mining,44.6
2,2001,Food Products Production,72.6
2,2001,Drink Production,64.3
2,2001,Tobacoo Products Production,55.9
2,2001,Textile Production,492.7
2,2001,Clothing Production,430.6
2,2001,Leather and Leater Item Production,358.3
2,2001,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",441.7
2,2001,Paper and Paper Products Production,90.6
2,2001,Printing and Duplication of Audio and Video Material,83.1
2,2001,Coke and Refined Petroleum Production,23.2
2,2001,Chemicals and Chemical Products Production,78.1
2,2001,Basic Pharmaceutical Products and Remedies Production,47.2
2,2001,Rubber and Plastic Production,75.8
2,2001,Manufacture of Other Non-metallic Minerals Products,128.6
2,2001,Base Metals Production,72.1
2,2001,"Fabricated Metal Products Production, Except Machinery and Equipment",116.6
2,2001,"Computer, Electronic and Optical Products Production",1363.1
2,2001,Electrical Equipment Production,55.8
2,2001,Unmentioned Machinery and Equipment Production,206.2
2,2001,"Motor Vehicles, Trailers and Semi-trailer Production",54.1
2,2001,Other Transport Equipment Production,368.2
2,2001,Furniture Production,154.7
2,2001,Other Manufacturing,304.3
2,2001,Repair and Installation of Machinery Equipment,292.2
2,2001,"Electricity, Gas, Steam and Air Conditioning Supply",88.1
2,2001,B - Mining,75.2
2,2001,C - Manufacturing Industry,88.3
2,2001,"D - Electricity, Gas, Steam and Air Conditioning Supply",88.1
2,2002,Total,86.1
2,2002,Coal Exploitation,95.6
2,2002,Oil and Natural Gas Exploitation,62.8
2,2002,Metal Ore Exploitation,66.1
2,2002,Other Types of Mining,54.5
2,2002,Food Products Production,74.8
2,2002,Drink Production,69.4
2,2002,Tobacoo Products Production,63.0
2,2002,Textile Production,351.1
2,2002,Clothing Production,310.9
2,2002,Leather and Leater Item Production,294.6
2,2002,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",267.4
2,2002,Paper and Paper Products Production,83.6
2,2002,Printing and Duplication of Audio and Video Material,67.0
2,2002,Coke and Refined Petroleum Production,52.9
2,2002,Chemicals and Chemical Products Production,83.1
2,2002,Basic Pharmaceutical Products and Remedies Production,37.4
2,2002,Rubber and Plastic Production,80.4
2,2002,Manufacture of Other Non-metallic Minerals Products,122.6
2,2002,Base Metals Production,72.3
2,2002,"Fabricated Metal Products Production, Except Machinery and Equipment",105.6
2,2002,"Computer, Electronic and Optical Products Production",1627.9
2,2002,Electrical Equipment Production,56.5
2,2002,Unmentioned Machinery and Equipment Production,215.2
2,2002,"Motor Vehicles, Trailers and Semi-trailer Production",56.5
2,2002,Other Transport Equipment Production,562.2
2,2002,Furniture Production,137.9
2,2002,Other Manufacturing,104.1
2,2002,Repair and Installation of Machinery Equipment,356.6
2,2002,"Electricity, Gas, Steam and Air Conditioning Supply",89.0
2,2002,B - Mining,77.3
2,2002,C - Manufacturing Industry,85.8
2,2002,"D - Electricity, Gas, Steam and Air Conditioning Supply",89.0
2,2003,Total,84.6
2,2003,Coal Exploitation,76.7
2,2003,Oil and Natural Gas Exploitation,60.2
2,2003,Metal Ore Exploitation,47.4
2,2003,Other Types of Mining,24.4
2,2003,Food Products Production,73.9
2,2003,Drink Production,63.8
2,2003,Tobacoo Products Production,72.9
2,2003,Textile Production,301.6
2,2003,Clothing Production,191.9
2,2003,Leather and Leater Item Production,211.2
2,2003,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",126.6
2,2003,Paper and Paper Products Production,74.5
2,2003,Printing and Duplication of Audio and Video Material,70.7
2,2003,Coke and Refined Petroleum Production,83.0
2,2003,Chemicals and Chemical Products Production,87.2
2,2003,Basic Pharmaceutical Products and Remedies Production,52.3
2,2003,Rubber and Plastic Production,75.6
2,2003,Manufacture of Other Non-metallic Minerals Products,92.7
2,2003,Base Metals Production,70.1
2,2003,"Fabricated Metal Products Production, Except Machinery and Equipment",111.8
2,2003,"Computer, Electronic and Optical Products Production",1319.3
2,2003,Electrical Equipment Production,47.6
2,2003,Unmentioned Machinery and Equipment Production,167.8
2,2003,"Motor Vehicles, Trailers and Semi-trailer Production",58.0
2,2003,Other Transport Equipment Production,473.3
2,2003,Furniture Production,130.0
2,2003,Other Manufacturing,111.6
2,2003,Repair and Installation of Machinery Equipment,287.6
2,2003,"Electricity, Gas, Steam and Air Conditioning Supply",97.4
2,2003,B - Mining,59.4
2,2003,C - Manufacturing Industry,82.6
2,2003,"D - Electricity, Gas, Steam and Air Conditioning Supply",97.4
2,2004,Total,87.2
2,2004,Coal Exploitation,102.6
2,2004,Oil and Natural Gas Exploitation,58.1
2,2004,Metal Ore Exploitation,33.3
2,2004,Other Types of Mining,44.1
2,2004,Food Products Production,75.3
2,2004,Drink Production,56.8
2,2004,Tobacoo Products Production,73.2
2,2004,Textile Production,225.8
2,2004,Clothing Production,160.4
2,2004,Leather and Leater Item Production,184.5
2,2004,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",156.2
2,2004,Paper and Paper Products Production,65.2
2,2004,Printing and Duplication of Audio and Video Material,83.4
2,2004,Coke and Refined Petroleum Production,81.2
2,2004,Chemicals and Chemical Products Production,115.0
2,2004,Basic Pharmaceutical Products and Remedies Production,60.4
2,2004,Rubber and Plastic Production,85.9
2,2004,Manufacture of Other Non-metallic Minerals Products,84.0
2,2004,Base Metals Production,100.4
2,2004,"Fabricated Metal Products Production, Except Machinery and Equipment",113.8
2,2004,"Computer, Electronic and Optical Products Production",1081.8
2,2004,Electrical Equipment Production,51.3
2,2004,Unmentioned Machinery and Equipment Production,162.3
2,2004,"Motor Vehicles, Trailers and Semi-trailer Production",49.7
2,2004,Other Transport Equipment Production,617.0
2,2004,Furniture Production,130.3
2,2004,Other Manufacturing,133.6
2,2004,Repair and Installation of Machinery Equipment,271.8
2,2004,"Electricity, Gas, Steam and Air Conditioning Supply",96.8
2,2004,B - Mining,79.0
2,2004,C - Manufacturing Industry,86.0
2,2004,"D - Electricity, Gas, Steam and Air Conditioning Supply",96.8
2,2005,Total,83.5
2,2005,Coal Exploitation,91.1
2,2005,Oil and Natural Gas Exploitation,52.9
2,2005,Metal Ore Exploitation,43.3
2,2005,Other Types of Mining,25.1
2,2005,Food Products Production,78.1
2,2005,Drink Production,46.7
2,2005,Tobacoo Products Production,39.7
2,2005,Textile Production,215.8
2,2005,Clothing Production,139.8
2,2005,Leather and Leater Item Production,164.1
2,2005,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",95.7
2,2005,Paper and Paper Products Production,58.8
2,2005,Printing and Duplication of Audio and Video Material,64.1
2,2005,Coke and Refined Petroleum Production,79.2
2,2005,Chemicals and Chemical Products Production,99.2
2,2005,Basic Pharmaceutical Products and Remedies Production,63.9
2,2005,Rubber and Plastic Production,92.6
2,2005,Manufacture of Other Non-metallic Minerals Products,55.0
2,2005,Base Metals Production,128.6
2,2005,"Fabricated Metal Products Production, Except Machinery and Equipment",96.8
2,2005,"Computer, Electronic and Optical Products Production",563.5
2,2005,Electrical Equipment Production,51.4
2,2005,Unmentioned Machinery and Equipment Production,142.4
2,2005,"Motor Vehicles, Trailers and Semi-trailer Production",40.6
2,2005,Other Transport Equipment Production,418.9
2,2005,Furniture Production,120.9
2,2005,Other Manufacturing,58.1
2,2005,Repair and Installation of Machinery Equipment,241.3
2,2005,"Electricity, Gas, Steam and Air Conditioning Supply",106.1
2,2005,B - Mining,71.2
2,2005,C - Manufacturing Industry,79.3
2,2005,"D - Electricity, Gas, Steam and Air Conditioning Supply",106.1
2,2006,Total,92.1
2,2006,Coal Exploitation,103.8
2,2006,Oil and Natural Gas Exploitation,53.2
2,2006,Metal Ore Exploitation,46.0
2,2006,Other Types of Mining,47.4
2,2006,Food Products Production,81.4
2,2006,Drink Production,67.1
2,2006,Tobacoo Products Production,77.9
2,2006,Textile Production,212.3
2,2006,Clothing Production,136.4
2,2006,Leather and Leater Item Production,182.3
2,2006,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",117.2
2,2006,Paper and Paper Products Production,67.2
2,2006,Printing and Duplication of Audio and Video Material,69.1
2,2006,Coke and Refined Petroleum Production,98.8
2,2006,Chemicals and Chemical Products Production,101.2
2,2006,Basic Pharmaceutical Products and Remedies Production,84.5
2,2006,Rubber and Plastic Production,94.0
2,2006,Manufacture of Other Non-metallic Minerals Products,79.2
2,2006,Base Metals Production,161.3
2,2006,"Fabricated Metal Products Production, Except Machinery and Equipment",115.5
2,2006,"Computer, Electronic and Optical Products Production",249.3
2,2006,Electrical Equipment Production,48.0
2,2006,Unmentioned Machinery and Equipment Production,157.9
2,2006,"Motor Vehicles, Trailers and Semi-trailer Production",67.1
2,2006,Other Transport Equipment Production,220.5
2,2006,Furniture Production,144.3
2,2006,Other Manufacturing,111.2
2,2006,Repair and Installation of Machinery Equipment,198.3
2,2006,"Electricity, Gas, Steam and Air Conditioning Supply",105.6
2,2006,B - Mining,81.0
2,2006,C - Manufacturing Industry,90.0
2,2006,"D - Electricity, Gas, Steam and Air Conditioning Supply",105.6
2,2007,Total,93.0
2,2007,Coal Exploitation,96.5
2,2007,Oil and Natural Gas Exploitation,52.5
2,2007,Metal Ore Exploitation,44.4
2,2007,Other Types of Mining,79.8
2,2007,Food Products Production,91.2
2,2007,Drink Production,79.4
2,2007,Tobacoo Products Production,69.8
2,2007,Textile Production,195.1
2,2007,Clothing Production,125.1
2,2007,Leather and Leater Item Production,185.1
2,2007,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",193.2
2,2007,Paper and Paper Products Production,70.1
2,2007,Printing and Duplication of Audio and Video Material,66.8
2,2007,Coke and Refined Petroleum Production,85.3
2,2007,Chemicals and Chemical Products Production,112.6
2,2007,Basic Pharmaceutical Products and Remedies Production,56.8
2,2007,Rubber and Plastic Production,95.1
