Year,Q,Action,%NominalGDP,NominalValue(mRSD),RealGrowthRatePct(LastYear=100),"RealValue(mRSD,2010=100)"
2017,Q2,L - Real Estate Business,7.3,85792.2,0.5,73397.9
2017,Q2,"M-N - Professional, Scientific, Technical, Administrative and Other Ancillary Activities",6.2,72933.7,4.9,50568.2
2017,Q2,"O-Q - Public Administration, Defense, Education and Health, Social Care",10.2,120683.2,3.5,104449.1
2017,Q2,R-T - Other Service Activities,2.7,31254.8,-2.3,23340.6
2017,Q2,Total,82.1,967937.1,2.0,746707.4
2017,Q2,"Wholesale and Retail trade, Transport and Storage, Lodging and Catering Services",16.9,199630.6,5.0,140052.4
2017,Q3,"A - Agriculture, Forestry and Fishing",6.9,84325.0,-13.7,65905.0
2017,Q3,"B-E - Manufacturing, Mining and Other Industries",21.2,257868.2,5.6,201197.7
2017,Q3,F - Construction,4.7,57215.6,4.1,41497.9
2017,Q3,J - Informing and Communication,4.9,59236.4,3.2,45305.4
2017,Q3,K - Financial and Insurance Activities,2.7,33188.6,-0.6,27150.5
2017,Q3,L - Real Estate Business,7.3,88931.3,0.6,74762.0
2017,Q3,"M-N - Professional, Scientific, Technical, Administrative and Other Ancillary Activities",6.2,75501.7,4.6,51649.2
2017,Q3,"O-Q - Public Administration, Defense, Education and Health, Social Care",9.8,119729.5,2.7,103977.0
2017,Q3,R-T - Other Service Activities,2.6,31465.6,-1.7,23374.9
2017,Q3,Total,83.1,1012080.6,2.3,781650.8
2017,Q3,"Wholesale and Retail trade, Transport and Storage, Lodging and Catering Services",16.8,204618.8,6.5,144753.5
2017,Q4,"A - Agriculture, Forestry and Fishing",6.5,82655.6,-11.4,61385.0
2017,Q4,"B-E - Manufacturing, Mining and Other Industries",21.9,280909.1,2.8,211890.2
2017,Q4,F - Construction,5.1,64810.3,16.0,46305.4
2017,Q4,J - Informing and Communication,4.8,61206.1,5.1,46964.4
2017,Q4,K - Financial and Insurance Activities,2.6,33634.4,-2.6,27063.3
2017,Q4,L - Real Estate Business,7.0,89194.6,1.1,74758.1
2017,Q4,"M-N - Professional, Scientific, Technical, Administrative and Other Ancillary Activities",6.0,76251.5,5.9,52498.9
2017,Q4,"O-Q - Public Administration, Defense, Education and Health, Social Care",10.4,132631.5,2.2,110589.3
2017,Q4,R-T - Other Service Activities,2.5,31366.2,-1.4,23178.3
2017,Q4,Total,83.0,1062536.4,2.4,804179.2
2017,Q4,"Wholesale and Retail trade, Transport and Storage, Lodging and Catering Services",16.4,209876.9,4.5,147725.0
2018,Q1,"A - Agriculture, Forestry and Fishing",5.9,67758.7,12.3,48224.9
2018,Q1,"B-E - Manufacturing, Mining and Other Industries",22.6,260721.9,5.5,204725.2
2018,Q1,F - Construction,3.2,37280.6,26.8,29006.4
2018,Q1,J - Informing and Communication,5.1,58584.0,5.0,46770.5
2018,Q1,K - Financial and Insurance Activities,3.2,37254.4,5.8,29734.3
2018,Q1,L - Real Estate Business,7.3,84468.1,0.1,73349.4
2018,Q1,"M-N - Professional, Scientific, Technical, Administrative and Other Ancillary Activities",6.5,74514.2,2.4,50359.8
2018,Q1,"O-Q - Public Administration, Defense, Education and Health, Social Care",10.9,125864.0,1.8,102507.3
2018,Q1,R-T - Other Service Activities,2.7,31599.4,-0.7,22907.1
2018,Q1,Total,83.9,966640.0,5.3,743388.5
2018,Q1,"Wholesale and Retail trade, Transport and Storage, Lodging and Catering Services",16.4,188594.7,6.4,135182.1
2018,Q2,"A - Agriculture, Forestry and Fishing",5.9,74413.3,15.6,54531.8
2018,Q2,"B-E - Manufacturing, Mining and Other Industries",21.0,265062.1,2.4,205301.2
2018,Q2,F - Construction,4.3,54207.9,20.5,39541.4
2018,Q2,J - Informing and Communication,4.8,60406.5,5.9,47820.1
2018,Q2,K - Financial and Insurance Activities,3.0,38430.9,8.5,30110.5
2018,Q2,L - Real Estate Business,6.8,85962.2,0.0,73414.8
2018,Q2,"M-N - Professional, Scientific, Technical, Administrative and Other Ancillary Activities",6.1,76982.9,2.1,51619.3
2018,Q2,"O-Q - Public Administration, Defense, Education and Health, Social Care",10.8,136317.1,3.9,108565.4
2018,Q2,R-T - Other Service Activities,2.6,32330.6,0.4,23441.2
2018,Q2,Total,82.1,1035641.0,5.2,785900.1
2018,Q2,"Wholesale and Retail trade, Transport and Storage, Lodging and Catering Services",16.8,211527.5,6.8,149511.4
2018,Q3,"A - Agriculture, Forestry and Fishing",7.1,93135.6,16.8,76965.9
2018,Q3,"B-E - Manufacturing, Mining and Other Industries",20.1,262414.3,-1.0,199151.9
2018,Q3,F - Construction,5.0,65039.1,10.0,45651.0
2018,Q3,J - Informing and Communication,4.7,61090.1,5.6,47848.3
2018,Q3,K - Financial and Insurance Activities,2.9,37494.8,6.1,28795.0
2018,Q3,L - Real Estate Business,7.1,92377.6,0.0,74741.0
2018,Q3,"M-N - Professional, Scientific, Technical, Administrative and Other Ancillary Activities",6.2,80324.6,2.3,52823.0
2018,Q3,"O-Q - Public Administration, Defense, Education and Health, Social Care",10.3,134474.5,3.3,107360.3
2018,Q3,R-T - Other Service Activities,2.5,32694.3,1.4,23701.2
2018,Q3,Total,82.8,1080825.0,4.3,815646.1
2018,Q3,"Wholesale and Retail trade, Transport and Storage, Lodging and Catering Services",17.0,221780.2,7.2,155178.7
2018,Q4,"A - Agriculture, Forestry and Fishing",6.4,86173.6,15.2,70745.3
2018,Q4,"B-E - Manufacturing, Mining and Other Industries",20.5,277256.7,-2.5,206684.2
2018,Q4,F - Construction,5.1,69274.8,2.8,47600.9
2018,Q4,J - Informing and Communication,4.7,63182.6,5.6,49609.5
2018,Q4,K - Financial and Insurance Activities,2.9,38895.7,9.9,29734.9
2018,Q4,L - Real Estate Business,7.0,93899.5,0.0,74770.6
2018,Q4,"M-N - Professional, Scientific, Technical, Administrative and Other Ancillary Activities",6.0,81381.3,2.2,53663.2
2018,Q4,"O-Q - Public Administration, Defense, Education and Health, Social Care",10.8,145507.7,3.4,114316.6
2018,Q4,R-T - Other Service Activities,2.4,32448.7,1.4,23492.4
2018,Q4,Total,82.6,1115623.0,3.5,832477.8
2018,Q4,"Wholesale and Retail trade, Transport and Storage, Lodging and Catering Services",16.9,227602.4,7.5,158826.8
2019,Q1,"A - Agriculture, Forestry and Fishing",5.4,64863.1,0.2,48325.5
2019,Q1,"B-E - Manufacturing, Mining and Other Industries",21.7,261428.9,-1.5,201598.3
2019,Q1,F - Construction,3.5,42611.7,9.0,31625.5
2019,Q1,J - Informing and Communication,5.2,62498.4,5.5,49331.4
2019,Q1,K - Financial and Insurance Activities,3.2,38723.6,3.5,30766.0
2019,Q1,L - Real Estate Business,7.3,88395.0,0.1,73386.4
2019,Q1,"M-N - Professional, Scientific, Technical, Administrative and Other Ancillary Activities",6.6,79459.6,3.9,52333.3
2019,Q1,"O-Q - Public Administration, Defense, Education and Health, Social Care",11.3,136078.7,3.1,105709.4
2019,Q1,R-T - Other Service Activities,2.7,32324.9,1.9,23340.0
2019,Q1,Total,83.8,1010139.4,2.5,761652.5
2019,Q1,"Wholesale and Retail trade, Transport and Storage, Lodging and Catering Services",16.9,203755.3,6.0,143349.0
2019,Q2,"A - Agriculture, Forestry and Fishing",5.6,74637.5,-0.4,54338.8
2019,Q2,"B-E - Manufacturing, Mining and Other Industries",19.8,264506.1,-2.1,201021.8
2019,Q2,F - Construction,5.0,66621.6,17.4,46408.4
2019,Q2,J - Informing and Communication,5.0,66112.8,8.0,51662.1
2019,Q2,K - Financial and Insurance Activities,3.1,41508.8,4.3,31410.4
2019,Q2,L - Real Estate Business,6.8,90974.4,0.1,73488.2
2019,Q2,"M-N - Professional, Scientific, Technical, Administrative and Other Ancillary Activities",6.2,82487.0,4.0,53665.5
2019,Q2,"O-Q - Public Administration, Defense, Education and Health, Social Care",11.1,148213.0,2.6,111362.0
2019,Q2,R-T - Other Service Activities,2.5,33221.7,2.1,23925.5
2019,Q2,Total,82.0,1094430.4,2.8,807712.1
2019,Q2,"Wholesale and Retail trade, Transport and Storage, Lodging and Catering Services",17.0,226147.4,5.1,157074.1
2019,Q3,"A - Agriculture, Forestry and Fishing",7.3,102932.8,-0.1,76886.7
2019,Q3,"B-E - Manufacturing, Mining and Other Industries",19.1,267017.1,2.1,203402.9
2019,Q3,F - Construction,6.5,91575.0,36.0,62081.2
2019,Q3,J - Informing and Communication,4.8,66629.3,7.8,51564.4
2019,Q3,K - Financial and Insurance Activities,2.9,40075.3,4.2,29994.6
2019,Q3,L - Real Estate Business,6.9,95962.6,0.1,74778.7
2019,Q3,"M-N - Professional, Scientific, Technical, Administrative and Other Ancillary Activities",6.1,85436.8,3.6,54710.5
2019,Q3,"O-Q - Public Administration, Defense, Education and Health, Social Care",10.5,146371.2,4.7,112458.4
2019,Q3,R-T - Other Service Activities,2.4,33617.5,1.5,24062.9
2019,Q3,Total,83.2,1164652.4,5.1,857467.3
2019,Q3,"Wholesale and Retail trade, Transport and Storage, Lodging and Catering Services",16.8,235034.7,5.3,163474.0
2019,Q4,"A - Agriculture, Forestry and Fishing",6.2,90820.8,0.4,70993.0
2019,Q4,"B-E - Manufacturing, Mining and Other Industries",19.5,287292.8,3.1,213139.9
2019,Q4,F - Construction,7.3,106752.5,48.3,70603.4
2019,Q4,J - Informing and Communication,4.7,69204.2,8.2,53691.6
2019,Q4,K - Financial and Insurance Activities,2.9,42094.8,5.6,31410.8
2019,Q4,L - Real Estate Business,6.6,96470.0,0.1,74808.3
2019,Q4,"M-N - Professional, Scientific, Technical, Administrative and Other Ancillary Activities",5.9,86791.1,4.1,55860.4
2019,Q4,"O-Q - Public Administration, Defense, Education and Health, Social Care",11.0,161412.8,2.9,117652.0
2019,Q4,R-T - Other Service Activities,2.3,34437.5,3.2,24245.5
2019,Q4,Total,83.2,1222518.9,6.8,889013.0
2019,Q4,"Wholesale and Retail trade, Transport and Storage, Lodging and Catering Services",16.8,247242.4,8.1,171652.9
