Year,Region,Gender,AgeGroup,Amount
2016,South and East,Total,9,14600
2016,State,Total,10,69943
2016,Belgrade,Total,10,15573
2016,Voyvodina/North,Total,10,18765
2016,Central and West,Total,10,20523
2016,South and East,Total,10,15082
2016,State,Total,11,71220
2016,Belgrade,Total,11,15423
2016,Voyvodina/North,Total,11,18930
2016,Central and West,Total,11,20771
2016,South and East,Total,11,16096
2016,State,Total,12,72323
2016,Belgrade,Total,12,15589
2016,Voyvodina/North,Total,12,19220
2016,Central and West,Total,12,21269
2016,South and East,Total,12,16245
2016,State,Total,13,71927
2016,Belgrade,Total,13,15629
2016,Voyvodina/North,Total,13,19193
2016,Central and West,Total,13,20724
2016,South and East,Total,13,16381
2016,State,Total,14,72474
2016,Belgrade,Total,14,15521
2016,Voyvodina/North,Total,14,19433
2016,Central and West,Total,14,20933
2016,South and East,Total,14,16587
2016,State,Total,15,67810
2016,Belgrade,Total,15,14389
2016,Voyvodina/North,Total,15,18012
2016,Central and West,Total,15,19866
2016,South and East,Total,15,15543
2016,State,Total,16,68007
2016,Belgrade,Total,16,14377
2016,Voyvodina/North,Total,16,17969
2016,Central and West,Total,16,19812
2016,South and East,Total,16,15849
2016,State,Total,17,70030
2016,Belgrade,Total,17,14646
2016,Voyvodina/North,Total,17,18799
2016,Central and West,Total,17,20222
2016,South and East,Total,17,16363
2016,State,Total,18,72968
2016,Belgrade,Total,18,15230
2016,Voyvodina/North,Total,18,19581
2016,Central and West,Total,18,21183
2016,South and East,Total,18,16974
2016,State,Total,19,76842
2016,Belgrade,Total,19,16297
2016,Voyvodina/North,Total,19,20638
2016,Central and West,Total,19,22086
2016,South and East,Total,19,17821
2016,State,Total,20,81063
2016,Belgrade,Total,20,17317
2016,Voyvodina/North,Total,20,21930
2016,Central and West,Total,20,22997
2016,South and East,Total,20,18819
2016,State,Total,21,80857
2016,Belgrade,Total,21,17605
2016,Voyvodina/North,Total,21,21746
2016,Central and West,Total,21,22785
2016,South and East,Total,21,18721
2016,State,Total,22,82687
2016,Belgrade,Total,22,17910
2016,Voyvodina/North,Total,22,22303
2016,Central and West,Total,22,23420
2016,South and East,Total,22,19054
2016,State,Total,23,82758
2016,Belgrade,Total,23,18757
2016,Voyvodina/North,Total,23,22097
2016,Central and West,Total,23,23016
2016,South and East,Total,23,18888
2016,State,Total,24,86014
2016,Belgrade,Total,24,20092
2016,Voyvodina/North,Total,24,23308
2016,Central and West,Total,24,23857
2016,South and East,Total,24,18757
2016,State,Total,25,85818
2016,Belgrade,Total,25,20573
2016,Voyvodina/North,Total,25,23230
2016,Central and West,Total,25,23472
2016,South and East,Total,25,18543
2016,State,Total,26,86433
2016,Belgrade,Total,26,21720
2016,Voyvodina/North,Total,26,23254
2016,Central and West,Total,26,22935
2016,South and East,Total,26,18524
2016,State,Total,27,91532
2016,Belgrade,Total,27,23448
2016,Voyvodina/North,Total,27,25093
2016,Central and West,Total,27,23950
2016,South and East,Total,27,19041
2016,State,Total,28,92610
2016,Belgrade,Total,28,24326
2016,Voyvodina/North,Total,28,25098
2016,Central and West,Total,28,24049
2016,South and East,Total,28,19137
2016,State,Total,29,92253
2016,Belgrade,Total,29,24581
2016,Voyvodina/North,Total,29,24906
2016,Central and West,Total,29,23827
2016,South and East,Total,29,18939
2016,State,Total,30,94452
2016,Belgrade,Total,30,25378
2016,Voyvodina/North,Total,30,25690
2016,Central and West,Total,30,24162
2016,South and East,Total,30,19222
2016,State,Total,31,98712
2016,Belgrade,Total,31,27017
2016,Voyvodina/North,Total,31,26798
2016,Central and West,Total,31,25407
2016,South and East,Total,31,19490
2016,State,Total,32,98987
2016,Belgrade,Total,32,27420
2016,Voyvodina/North,Total,32,26828
2016,Central and West,Total,32,25122
2016,South and East,Total,32,19617
2016,State,Total,33,97603
2016,Belgrade,Total,33,27095
2016,Voyvodina/North,Total,33,26375
2016,Central and West,Total,33,24763
2016,South and East,Total,33,19370
2016,State,Total,34,97159
2016,Belgrade,Total,34,26808
2016,Voyvodina/North,Total,34,26473
2016,Central and West,Total,34,24738
2016,South and East,Total,34,19140
2016,State,Total,35,99043
2016,Belgrade,Total,35,27651
2016,Voyvodina/North,Total,35,26719
2016,Central and West,Total,35,25078
2016,South and East,Total,35,19595
2016,State,Total,36,98806
2016,Belgrade,Total,36,27170
2016,Voyvodina/North,Total,36,26739
2016,Central and West,Total,36,25358
2016,South and East,Total,36,19539
2016,State,Total,37,100089
2016,Belgrade,Total,37,26999
2016,Voyvodina/North,Total,37,27551
2016,Central and West,Total,37,25715
2016,South and East,Total,37,19824
2016,State,Total,38,100696
2016,Belgrade,Total,38,26821
2016,Voyvodina/North,Total,38,26924
2016,Central and West,Total,38,26651
2016,South and East,Total,38,20300
2016,State,Total,39,101647
2016,Belgrade,Total,39,26507
2016,Voyvodina/North,Total,39,27196
2016,Central and West,Total,39,26979
2016,South and East,Total,39,20965
2016,State,Total,40,101415
2016,Belgrade,Total,40,25572
2016,Voyvodina/North,Total,40,27105
2016,Central and West,Total,40,27197
2016,South and East,Total,40,21541
2016,State,Total,41,98387
2016,Belgrade,Total,41,24818
2016,Voyvodina/North,Total,41,25956
2016,Central and West,Total,41,26637
2016,South and East,Total,41,20976
2016,State,Total,42,98247
2016,Belgrade,Total,42,24653
2016,Voyvodina/North,Total,42,25964
2016,Central and West,Total,42,26527
2016,South and East,Total,42,21103
2016,State,Total,43,95375
2016,Belgrade,Total,43,23266
2016,Voyvodina/North,Total,43,25230
2016,Central and West,Total,43,25746
2016,South and East,Total,43,21133
2016,State,Total,44,95271
2016,Belgrade,Total,44,23370
2016,Voyvodina/North,Total,44,25361
2016,Central and West,Total,44,25985
2016,South and East,Total,44,20555
2016,State,Total,45,93008
2016,Belgrade,Total,45,22753
2016,Voyvodina/North,Total,45,24438
2016,Central and West,Total,45,25525
2016,South and East,Total,45,20292
2016,State,Total,46,93873
2016,Belgrade,Total,46,22331
2016,Voyvodina/North,Total,46,24740
2016,Central and West,Total,46,25950
2016,South and East,Total,46,20852
2016,State,Total,47,93001
2016,Belgrade,Total,47,21507
2016,Voyvodina/North,Total,47,25367
2016,Central and West,Total,47,25687
2016,South and East,Total,47,20440
2016,State,Total,48,93581
2016,Belgrade,Total,48,21414
2016,Voyvodina/North,Total,48,25667
2016,Central and West,Total,48,25872
2016,South and East,Total,48,20628
2016,State,Total,49,93328
2016,Belgrade,Total,49,21094
2016,Voyvodina/North,Total,49,26206
2016,Central and West,Total,49,25496
2016,South and East,Total,49,20532
2016,State,Total,50,95635
2016,Belgrade,Total,50,21531
2016,Voyvodina/North,Total,50,26599
2016,Central and West,Total,50,26542
2016,South and East,Total,50,20963
2016,State,Total,51,92359
2016,Belgrade,Total,51,20732
2016,Voyvodina/North,Total,51,25962
2016,Central and West,Total,51,25728
2016,South and East,Total,51,19937
2016,State,Total,52,96003
2016,Belgrade,Total,52,21583
2016,Voyvodina/North,Total,52,26687
2016,Central and West,Total,52,27107
2016,South and East,Total,52,20626
2016,State,Total,53,97100
2016,Belgrade,Total,53,21577
2016,Voyvodina/North,Total,53,26998
2016,Central and West,Total,53,27776
2016,South and East,Total,53,20749
2016,State,Total,54,100636
2016,Belgrade,Total,54,22232
2016,Voyvodina/North,Total,54,28140
2016,Central and West,Total,54,28583
2016,South and East,Total,54,21681
2016,State,Total,55,103658
2016,Belgrade,Total,55,22487
2016,Voyvodina/North,Total,55,28822
2016,Central and West,Total,55,30115
2016,South and East,Total,55,22234
2016,State,Total,56,99796
2016,Belgrade,Total,56,21948
2016,Voyvodina/North,Total,56,27599
2016,Central and West,Total,56,28919
2016,South and East,Total,56,21330
2016,State,Total,57,101004
2016,Belgrade,Total,57,22346
2016,Voyvodina/North,Total,57,26802
2016,Central and West,Total,57,30325
2016,South and East,Total,57,21531
2016,State,Total,58,99171
2016,Belgrade,Total,58,21979
2016,Voyvodina/North,Total,58,27453
2016,Central and West,Total,58,28537
2016,South and East,Total,58,21202
2016,State,Total,59,107729
2016,Belgrade,Total,59,24423
2016,Voyvodina/North,Total,59,30039
2016,Central and West,Total,59,30990
2016,South and East,Total,59,22277
2016,State,Total,60,111049
2016,Belgrade,Total,60,25040
2016,Voyvodina/North,Total,60,30033
2016,Central and West,Total,60,32089
2016,South and East,Total,60,23887
2016,State,Total,61,117431
2016,Belgrade,Total,61,26668
2016,Voyvodina/North,Total,61,30404
2016,Central and West,Total,61,35209
2016,South and East,Total,61,25150
2016,State,Total,62,113753
2016,Belgrade,Total,62,25874
2016,Voyvodina/North,Total,62,29479
2016,Central and West,Total,62,33156
2016,South and East,Total,62,25244
2016,State,Total,63,117251
2016,Belgrade,Total,63,26782
2016,Voyvodina/North,Total,63,29547
2016,Central and West,Total,63,34970
2016,South and East,Total,63,25952
2016,State,Total,64,99324
2016,Belgrade,Total,64,23204
2016,Voyvodina/North,Total,64,25782
2016,Central and West,Total,64,28023
2016,South and East,Total,64,22315
2016,State,Total,65,109174
2016,Belgrade,Total,65,25493
2016,Voyvodina/North,Total,65,27842
2016,Central and West,Total,65,30805
2016,South and East,Total,65,25034
2016,State,Total,66,101030
2016,Belgrade,Total,66,23875
2016,Voyvodina/North,Total,66,26667
2016,Central and West,Total,66,28076
2016,South and East,Total,66,22412
2016,State,Total,67,96476
2016,Belgrade,Total,67,22378
2016,Voyvodina/North,Total,67,25024
2016,Central and West,Total,67,25599
2016,South and East,Total,67,23475
2016,State,Total,68,88007
2016,Belgrade,Total,68,20696
2016,Voyvodina/North,Total,68,23681
2016,Central and West,Total,68,22722
2016,South and East,Total,68,20908
2016,State,Total,69,74389
2016,Belgrade,Total,69,17564
2016,Voyvodina/North,Total,69,20642
2016,Central and West,Total,69,20067
2016,South and East,Total,69,16116
2016,State,Total,70,54164
2016,Belgrade,Total,70,12264
2016,Voyvodina/North,Total,70,14129
2016,Central and West,Total,70,15343
2016,South and East,Total,70,12428
2016,State,Total,71,59035
2016,Belgrade,Total,71,12285
2016,Voyvodina/North,Total,71,14509
2016,Central and West,Total,71,16805
2016,South and East,Total,71,15436
2016,State,Total,72,58608
2016,Belgrade,Total,72,11983
2016,Voyvodina/North,Total,72,15051
2016,Central and West,Total,72,16862
2016,South and East,Total,72,14712
2016,State,Total,73,59210
2016,Belgrade,Total,73,12441
2016,Voyvodina/North,Total,73,15605
2016,Central and West,Total,73,15668
2016,South and East,Total,73,15496
2016,State,Total,74,60462
2016,Belgrade,Total,74,13491
2016,Voyvodina/North,Total,74,15762
2016,Central and West,Total,74,16606
2016,South and East,Total,74,14603
2016,State,Total,75,62439
2016,Belgrade,Total,75,13736
2016,Voyvodina/North,Total,75,15450
2016,Central and West,Total,75,18195
2016,South and East,Total,75,15058
2016,State,Total,76,58557
2016,Belgrade,Total,76,13200
2016,Voyvodina/North,Total,76,15237
2016,Central and West,Total,76,16740
2016,South and East,Total,76,13380
2016,State,Total,77,55947
2016,Belgrade,Total,77,12590
2016,Voyvodina/North,Total,77,14478
2016,Central and West,Total,77,15944
2016,South and East,Total,77,12935
2016,State,Total,78,54082
2016,Belgrade,Total,78,12211
2016,Voyvodina/North,Total,78,13504
2016,Central and West,Total,78,15560
2016,South and East,Total,78,12807
2016,State,Total,79,50086
2016,Belgrade,Total,79,11266
2016,Voyvodina/North,Total,79,12532
2016,Central and West,Total,79,14551
2016,South and East,Total,79,11737
2016,State,Total,80,46586
2016,Belgrade,Total,80,10449
2016,Voyvodina/North,Total,80,11400
2016,Central and West,Total,80,13790
2016,South and East,Total,80,10947
2016,State,Total,81,43559
2016,Belgrade,Total,81,9750
2016,Voyvodina/North,Total,81,10197
2016,Central and West,Total,81,12922
2016,South and East,Total,81,10690
2016,State,Total,82,38422
2016,Belgrade,Total,82,8469
2016,Voyvodina/North,Total,82,9379
2016,Central and West,Total,82,11342
2016,South and East,Total,82,9232
2016,State,Total,83,34255
2016,Belgrade,Total,83,7510
2016,Voyvodina/North,Total,83,8109
2016,Central and West,Total,83,10006
2016,South and East,Total,83,8630
2016,State,Total,84,28211
2016,Belgrade,Total,84,6279
2016,Voyvodina/North,Total,84,6150
2016,Central and West,Total,84,8881
2016,South and East,Total,84,6901
2016,State,Total,85,110719
2016,Belgrade,Total,85,26547
2016,Voyvodina/North,Total,85,26039
2016,Central and West,Total,85,31856
2016,South and East,Total,85,26277
2016,State,M,-1,3446258
2016,Belgrade,M,-1,794555
2016,Voyvodina/North,M,-1,918881
2016,Central and West,M,-1,968382
2016,South and East,M,-1,764440
2016,State,M,0,33823
2016,Belgrade,M,0,9422
2016,Voyvodina/North,M,0,8973
2016,Central and West,M,0,8965
2016,South and East,M,0,6463
2016,State,M,1,34088
2016,Belgrade,M,1,9318
2016,Voyvodina/North,M,1,9074
2016,Central and West,M,1,9114
2016,South and East,M,1,6582
2016,State,M,2,33447
2016,Belgrade,M,2,9132
2016,Voyvodina/North,M,2,8937
2016,Central and West,M,2,8748
2016,South and East,M,2,6630
2016,State,M,3,34284
2016,Belgrade,M,3,9141
2016,Voyvodina/North,M,3,9240
2016,Central and West,M,3,9224
2016,South and East,M,3,6679
2016,State,M,4,33780
2016,Belgrade,M,4,8983
2016,Voyvodina/North,M,4,9176
2016,Central and West,M,4,8971
2016,South and East,M,4,6650
2016,State,M,5,33896
2016,Belgrade,M,5,8831
2016,Voyvodina/North,M,5,9145
2016,Central and West,M,5,9276
2016,South and East,M,5,6644
2016,State,M,6,34714
2016,Belgrade,M,6,8512
2016,Voyvodina/North,M,6,9294
2016,Central and West,M,6,9830
2016,South and East,M,6,7078
2016,State,M,7,34532
2016,Belgrade,M,7,8433
2016,Voyvodina/North,M,7,9272
2016,Central and West,M,7,9677
2016,South and East,M,7,7150
2016,State,M,8,34028
2016,Belgrade,M,8,7899
2016,Voyvodina/North,M,8,9134
2016,Central and West,M,8,9801
2016,South and East,M,8,7194
2016,State,M,9,34961
2016,Belgrade,M,9,7934
2016,Voyvodina/North,M,9,9316
2016,Central and West,M,9,10216
2016,South and East,M,9,7495
2016,State,M,10,35778
2016,Belgrade,M,10,7957
2016,Voyvodina/North,M,10,9584
2016,Central and West,M,10,10483
2016,South and East,M,10,7754
2016,State,M,11,36732
2016,Belgrade,M,11,8026
2016,Voyvodina/North,M,11,9704
2016,Central and West,M,11,10690
2016,South and East,M,11,8312
2016,State,M,12,37218
2016,Belgrade,M,12,7964
2016,Voyvodina/North,M,12,9911
2016,Central and West,M,12,10921
2016,South and East,M,12,8422
2016,State,M,13,36949
2016,Belgrade,M,13,8088
2016,Voyvodina/North,M,13,9737
2016,Central and West,M,13,10586
2016,South and East,M,13,8538
2016,State,M,14,37240
2016,Belgrade,M,14,7946
2016,Voyvodina/North,M,14,10019
2016,Central and West,M,14,10762
2016,South and East,M,14,8513
2016,State,M,15,34784
2016,Belgrade,M,15,7398
2016,Voyvodina/North,M,15,9220
2016,Central and West,M,15,10146
2016,South and East,M,15,8020
2016,State,M,16,35202
2016,Belgrade,M,16,7390
2016,Voyvodina/North,M,16,9333
2016,Central and West,M,16,10284
2016,South and East,M,16,8195
2016,State,M,17,35932
2016,Belgrade,M,17,7499
2016,Voyvodina/North,M,17,9635
2016,Central and West,M,17,10370
2016,South and East,M,17,8428
2016,State,M,18,37466
2016,Belgrade,M,18,7821
2016,Voyvodina/North,M,18,10078
2016,Central and West,M,18,10845
2016,South and East,M,18,8722
2016,State,M,19,39624
2016,Belgrade,M,19,8492
2016,Voyvodina/North,M,19,10656
2016,Central and West,M,19,11258
2016,South and East,M,19,9218
2016,State,M,20,41872
2016,Belgrade,M,20,8962
2016,Voyvodina/North,M,20,11356
2016,Central and West,M,20,11773
2016,South and East,M,20,9781
2016,State,M,21,41656
2016,Belgrade,M,21,8982
2016,Voyvodina/North,M,21,11192
2016,Central and West,M,21,11702
2016,South and East,M,21,9780
2016,State,M,22,42605
2016,Belgrade,M,22,9038
2016,Voyvodina/North,M,22,11585
2016,Central and West,M,22,12029
2016,South and East,M,22,9953
2016,State,M,23,42333
2016,Belgrade,M,23,9270
2016,Voyvodina/North,M,23,11342
2016,Central and West,M,23,11821
2016,South and East,M,23,9900
2016,State,M,24,43901
2016,Belgrade,M,24,9915
2016,Voyvodina/North,M,24,11855
2016,Central and West,M,24,12391
2016,South and East,M,24,9740
2016,State,M,25,43950
2016,Belgrade,M,25,10039
2016,Voyvodina/North,M,25,12017
2016,Central and West,M,25,12185
2016,South and East,M,25,9709
2016,State,M,26,44088
2016,Belgrade,M,26,10531
2016,Voyvodina/North,M,26,11902
2016,Central and West,M,26,11989
2016,South and East,M,26,9666
2016,State,M,27,47041
2016,Belgrade,M,27,11256
2016,Voyvodina/North,M,27,13032
2016,Central and West,M,27,12728
2016,South and East,M,27,10025
2016,State,M,28,47439
2016,Belgrade,M,28,11683
2016,Voyvodina/North,M,28,12993
2016,Central and West,M,28,12648
2016,South and East,M,28,10115
2016,State,M,29,46989
2016,Belgrade,M,29,11835
2016,Voyvodina/North,M,29,12844
2016,Central and West,M,29,12483
2016,South and East,M,29,9827
2016,State,M,30,48210
2016,Belgrade,M,30,12165
2016,Voyvodina/North,M,30,13294
2016,Central and West,M,30,12619
2016,South and East,M,30,10132
2016,State,M,31,50231
2016,Belgrade,M,31,12975
2016,Voyvodina/North,M,31,13912
2016,Central and West,M,31,13259
2016,South and East,M,31,10085
2016,State,M,32,50511
2016,Belgrade,M,32,13336
2016,Voyvodina/North,M,32,13896
2016,Central and West,M,32,13044
2016,South and East,M,32,10235
2016,State,M,33,49686
2016,Belgrade,M,33,13154
2016,Voyvodina/North,M,33,13592
2016,Central and West,M,33,12968
2016,South and East,M,33,9972
2016,State,M,34,49197
2016,Belgrade,M,34,13090
2016,Voyvodina/North,M,34,13526
2016,Central and West,M,34,12711
2016,South and East,M,34,9870
2016,State,M,35,50377
2016,Belgrade,M,35,13505
2016,Voyvodina/North,M,35,13787
2016,Central and West,M,35,12955
2016,South and East,M,35,10130
2016,State,M,36,50238
