Year,Region,Gender,AgeGroup,Amount
2017,State,F,32,48460
2017,Belgrade,F,32,14100
2017,Voyvodina/North,F,32,12863
2017,Central and West,F,32,12117
2017,South and East,F,32,9380
2017,State,F,33,48452
2017,Belgrade,F,33,14148
2017,Voyvodina/North,F,33,12908
2017,Central and West,F,33,12037
2017,South and East,F,33,9359
2017,State,F,34,47898
2017,Belgrade,F,34,13990
2017,Voyvodina/North,F,34,12769
2017,Central and West,F,34,11756
2017,South and East,F,34,9383
2017,State,F,35,47932
2017,Belgrade,F,35,13735
2017,Voyvodina/North,F,35,12935
2017,Central and West,F,35,12024
2017,South and East,F,35,9238
2017,State,F,36,48631
2017,Belgrade,F,36,14165
2017,Voyvodina/North,F,36,12917
2017,Central and West,F,36,12125
2017,South and East,F,36,9424
2017,State,F,37,48528
2017,Belgrade,F,37,13808
2017,Voyvodina/North,F,37,12788
2017,Central and West,F,37,12465
2017,South and East,F,37,9467
2017,State,F,38,49105
2017,Belgrade,F,38,13789
2017,Voyvodina/North,F,38,13228
2017,Central and West,F,38,12559
2017,South and East,F,38,9529
2017,State,F,39,49564
2017,Belgrade,F,39,13741
2017,Voyvodina/North,F,39,12977
2017,Central and West,F,39,13039
2017,South and East,F,39,9807
2017,State,F,40,50366
2017,Belgrade,F,40,13716
2017,Voyvodina/North,F,40,13314
2017,Central and West,F,40,13092
2017,South and East,F,40,10244
2017,State,F,41,50224
2017,Belgrade,F,41,13079
2017,Voyvodina/North,F,41,13225
2017,Central and West,F,41,13359
2017,South and East,F,41,10561
2017,State,F,42,48728
2017,Belgrade,F,42,12658
2017,Voyvodina/North,F,42,12580
2017,Central and West,F,42,13198
2017,South and East,F,42,10292
2017,State,F,43,48864
2017,Belgrade,F,43,12684
2017,Voyvodina/North,F,43,12687
2017,Central and West,F,43,13153
2017,South and East,F,43,10340
2017,State,F,44,47856
2017,Belgrade,F,44,12085
2017,Voyvodina/North,F,44,12576
2017,Central and West,F,44,12844
2017,South and East,F,44,10351
2017,State,F,45,47420
2017,Belgrade,F,45,12010
2017,Voyvodina/North,F,45,12424
2017,Central and West,F,45,12921
2017,South and East,F,45,10065
2017,State,F,46,46387
2017,Belgrade,F,46,11606
2017,Voyvodina/North,F,46,12080
2017,Central and West,F,46,12700
2017,South and East,F,46,10001
2017,State,F,47,47013
2017,Belgrade,F,47,11546
2017,Voyvodina/North,F,47,12309
2017,Central and West,F,47,12969
2017,South and East,F,47,10189
2017,State,F,48,47095
2017,Belgrade,F,48,11215
2017,Voyvodina/North,F,48,12696
2017,Central and West,F,48,13066
2017,South and East,F,48,10118
2017,State,F,49,47254
2017,Belgrade,F,49,11064
2017,Voyvodina/North,F,49,12920
2017,Central and West,F,49,12965
2017,South and East,F,49,10305
2017,State,F,50,47295
2017,Belgrade,F,50,11104
2017,Voyvodina/North,F,50,13126
2017,Central and West,F,50,12799
2017,South and East,F,50,10266
2017,State,F,51,48456
2017,Belgrade,F,51,11286
2017,Voyvodina/North,F,51,13447
2017,Central and West,F,51,13312
2017,South and East,F,51,10411
2017,State,F,52,46846
2017,Belgrade,F,52,10844
2017,Voyvodina/North,F,52,13127
2017,Central and West,F,52,13036
2017,South and East,F,52,9839
2017,State,F,53,48866
2017,Belgrade,F,53,11403
2017,Voyvodina/North,F,53,13598
2017,Central and West,F,53,13617
2017,South and East,F,53,10248
2017,State,F,54,49583
2017,Belgrade,F,54,11526
2017,Voyvodina/North,F,54,13618
2017,Central and West,F,54,14036
2017,South and East,F,54,10403
2017,State,F,55,51717
2017,Belgrade,F,55,12012
2017,Voyvodina/North,F,55,14353
2017,Central and West,F,55,14541
2017,South and East,F,55,10811
2017,State,F,56,53149
2017,Belgrade,F,56,12104
2017,Voyvodina/North,F,56,14689
2017,Central and West,F,56,15369
2017,South and East,F,56,10987
2017,State,F,57,51101
2017,Belgrade,F,57,11864
2017,Voyvodina/North,F,57,14046
2017,Central and West,F,57,14612
2017,South and East,F,57,10579
2017,State,F,58,51745
2017,Belgrade,F,58,12084
2017,Voyvodina/North,F,58,13732
2017,Central and West,F,58,15399
2017,South and East,F,58,10530
2017,State,F,59,51294
2017,Belgrade,F,59,11871
2017,Voyvodina/North,F,59,14150
2017,Central and West,F,59,14631
2017,South and East,F,59,10642
2017,State,F,60,55715
2017,Belgrade,F,60,13173
2017,Voyvodina/North,F,60,15404
2017,Central and West,F,60,15840
2017,South and East,F,60,11298
2017,State,F,61,57245
2017,Belgrade,F,61,13600
2017,Voyvodina/North,F,61,15315
2017,Central and West,F,61,16265
2017,South and East,F,61,12065
2017,State,F,62,60855
2017,Belgrade,F,62,14541
2017,Voyvodina/North,F,62,15742
2017,Central and West,F,62,17944
2017,South and East,F,62,12628
2017,State,F,63,59032
2017,Belgrade,F,63,14178
2017,Voyvodina/North,F,63,15350
2017,Central and West,F,63,16787
2017,South and East,F,63,12717
2017,State,F,64,61270
2017,Belgrade,F,64,14781
2017,Voyvodina/North,F,64,15466
2017,Central and West,F,64,17838
2017,South and East,F,64,13185
2017,State,F,65,51989
2017,Belgrade,F,65,12841
2017,Voyvodina/North,F,65,13488
2017,Central and West,F,65,14198
2017,South and East,F,65,11462
2017,State,F,66,57830
2017,Belgrade,F,66,14240
2017,Voyvodina/North,F,66,14752
2017,Central and West,F,66,15874
2017,South and East,F,66,12964
2017,State,F,67,53724
2017,Belgrade,F,67,13455
2017,Voyvodina/North,F,67,14139
2017,Central and West,F,67,14502
2017,South and East,F,67,11628
2017,State,F,68,51670
2017,Belgrade,F,68,12695
2017,Voyvodina/North,F,68,13574
2017,Central and West,F,68,13293
2017,South and East,F,68,12108
2017,State,F,69,47101
2017,Belgrade,F,69,11671
2017,Voyvodina/North,F,69,12933
2017,Central and West,F,69,11708
2017,South and East,F,69,10789
2017,State,F,70,40231
2017,Belgrade,F,70,9932
2017,Voyvodina/North,F,70,11341
2017,Central and West,F,70,10522
2017,South and East,F,70,8436
2017,State,F,71,29480
2017,Belgrade,F,71,6757
2017,Voyvodina/North,F,71,7967
2017,Central and West,F,71,8266
2017,South and East,F,71,6490
2017,State,F,72,32318
2017,Belgrade,F,72,6803
2017,Voyvodina/North,F,72,8202
2017,Central and West,F,72,9014
2017,South and East,F,72,8299
2017,State,F,73,32030
2017,Belgrade,F,73,6829
2017,Voyvodina/North,F,73,8495
2017,Central and West,F,73,8953
2017,South and East,F,73,7753
2017,State,F,74,32556
2017,Belgrade,F,74,6973
2017,Voyvodina/North,F,74,8778
2017,Central and West,F,74,8493
2017,South and East,F,74,8312
2017,State,F,75,33321
2017,Belgrade,F,75,7608
2017,Voyvodina/North,F,75,8942
2017,Central and West,F,75,8879
2017,South and East,F,75,7892
2017,State,F,76,34211
2017,Belgrade,F,76,7780
2017,Voyvodina/North,F,76,8659
2017,Central and West,F,76,9779
2017,South and East,F,76,7993
2017,State,F,77,32479
2017,Belgrade,F,77,7430
2017,Voyvodina/North,F,77,8814
2017,Central and West,F,77,8994
2017,South and East,F,77,7241
2017,State,F,78,31327
2017,Belgrade,F,78,7170
2017,Voyvodina/North,F,78,8385
2017,Central and West,F,78,8694
2017,South and East,F,78,7078
2017,State,F,79,30178
2017,Belgrade,F,79,6937
2017,Voyvodina/North,F,79,7928
2017,Central and West,F,79,8386
2017,South and East,F,79,6927
2017,State,F,80,27637
2017,Belgrade,F,80,6334
2017,Voyvodina/North,F,80,7177
2017,Central and West,F,80,7854
2017,South and East,F,80,6272
2017,State,F,81,25532
2017,Belgrade,F,81,5716
2017,Voyvodina/North,F,81,6565
2017,Central and West,F,81,7458
2017,South and East,F,81,5793
2017,State,F,82,23997
2017,Belgrade,F,82,5385
2017,Voyvodina/North,F,82,5930
2017,Central and West,F,82,6955
2017,South and East,F,82,5727
2017,State,F,83,21065
2017,Belgrade,F,83,4696
2017,Voyvodina/North,F,83,5415
2017,Central and West,F,83,6137
2017,South and East,F,83,4817
2017,State,F,84,18847
2017,Belgrade,F,84,4272
2017,Voyvodina/North,F,84,4713
2017,Central and West,F,84,5285
2017,South and East,F,84,4577
2017,State,F,85,74662
2017,Belgrade,F,85,17978
2017,Voyvodina/North,F,85,18244
2017,Central and West,F,85,21154
2017,South and East,F,85,17286
2018,State,Total,-1,7001444
2018,Belgrade,Total,-1,1688466
2018,Voyvodina/North,Total,-1,1866815
2018,Central and West,Total,-1,1932780
2018,South and East,Total,-1,1513383
2018,State,Total,0,64589
2018,Belgrade,Total,0,17874
2018,Voyvodina/North,Total,0,17509
2018,Central and West,Total,0,16686
2018,South and East,Total,0,12520
2018,State,Total,1,64357
2018,Belgrade,Total,1,17573
2018,Voyvodina/North,Total,1,17176
2018,Central and West,Total,1,17150
2018,South and East,Total,1,12458
2018,State,Total,2,65282
2018,Belgrade,Total,2,18089
2018,Voyvodina/North,Total,2,17542
2018,Central and West,Total,2,17224
2018,South and East,Total,2,12427
2018,State,Total,3,66028
2018,Belgrade,Total,3,18124
2018,Voyvodina/North,Total,3,17556
2018,Central and West,Total,3,17516
2018,South and East,Total,3,12832
2018,State,Total,4,65079
2018,Belgrade,Total,4,17646
2018,Voyvodina/North,Total,4,17470
2018,Central and West,Total,4,17032
2018,South and East,Total,4,12931
2018,State,Total,5,66783
2018,Belgrade,Total,5,18007
2018,Voyvodina/North,Total,5,17956
2018,Central and West,Total,5,17876
2018,South and East,Total,5,12944
2018,State,Total,6,65296
2018,Belgrade,Total,6,17435
2018,Voyvodina/North,Total,6,17510
2018,Central and West,Total,6,17350
2018,South and East,Total,6,13001
2018,State,Total,7,66077
2018,Belgrade,Total,7,17160
2018,Voyvodina/North,Total,7,17800
2018,Central and West,Total,7,18188
2018,South and East,Total,7,12929
2018,State,Total,8,67102
2018,Belgrade,Total,8,16635
2018,Voyvodina/North,Total,8,18093
2018,Central and West,Total,8,18809
2018,South and East,Total,8,13565
2018,State,Total,9,66696
2018,Belgrade,Total,9,16278
2018,Voyvodina/North,Total,9,17891
2018,Central and West,Total,9,18892
2018,South and East,Total,9,13635
2018,State,Total,10,66081
2018,Belgrade,Total,10,15554
2018,Voyvodina/North,Total,10,17899
2018,Central and West,Total,10,18835
2018,South and East,Total,10,13793
2018,State,Total,11,68198
2018,Belgrade,Total,11,15511
2018,Voyvodina/North,Total,11,18429
2018,Central and West,Total,11,19692
2018,South and East,Total,11,14566
2018,State,Total,12,69929
2018,Belgrade,Total,12,15579
2018,Voyvodina/North,Total,12,18804
2018,Central and West,Total,12,20484
2018,South and East,Total,12,15062
2018,State,Total,13,71197
2018,Belgrade,Total,13,15459
2018,Voyvodina/North,Total,13,18919
2018,Central and West,Total,13,20748
2018,South and East,Total,13,16071
2018,State,Total,14,72297
2018,Belgrade,Total,14,15633
2018,Voyvodina/North,Total,14,19220
2018,Central and West,Total,14,21232
2018,South and East,Total,14,16212
2018,State,Total,15,71899
2018,Belgrade,Total,15,15701
2018,Voyvodina/North,Total,15,19191
2018,Central and West,Total,15,20669
2018,South and East,Total,15,16338
2018,State,Total,16,72437
2018,Belgrade,Total,16,15601
2018,Voyvodina/North,Total,16,19423
2018,Central and West,Total,16,20878
2018,South and East,Total,16,16535
2018,State,Total,17,67774
2018,Belgrade,Total,17,14412
2018,Voyvodina/North,Total,17,18026
2018,Central and West,Total,17,19821
2018,South and East,Total,17,15515
2018,State,Total,18,67970
2018,Belgrade,Total,18,14483
2018,Voyvodina/North,Total,18,17976
2018,Central and West,Total,18,19721
2018,South and East,Total,18,15790
2018,State,Total,19,69979
2018,Belgrade,Total,19,14876
2018,Voyvodina/North,Total,19,18777
2018,Central and West,Total,19,20079
2018,South and East,Total,19,16247
2018,State,Total,20,72891
2018,Belgrade,Total,20,15521
2018,Voyvodina/North,Total,20,19589
2018,Central and West,Total,20,20937
2018,South and East,Total,20,16844
2018,State,Total,21,76775
2018,Belgrade,Total,21,16675
2018,Voyvodina/North,Total,21,20617
2018,Central and West,Total,21,21844
2018,South and East,Total,21,17639
2018,State,Total,22,81002
2018,Belgrade,Total,22,17760
2018,Voyvodina/North,Total,22,21891
2018,Central and West,Total,22,22716
2018,South and East,Total,22,18635
2018,State,Total,23,80796
2018,Belgrade,Total,23,18235
2018,Voyvodina/North,Total,23,21701
2018,Central and West,Total,23,22383
2018,South and East,Total,23,18477
2018,State,Total,24,82601
2018,Belgrade,Total,24,18756
2018,Voyvodina/North,Total,24,22324
2018,Central and West,Total,24,22815
2018,South and East,Total,24,18706
2018,State,Total,25,82685
2018,Belgrade,Total,25,19960
2018,Voyvodina/North,Total,25,22054
2018,Central and West,Total,25,22295
2018,South and East,Total,25,18376
2018,State,Total,26,85938
2018,Belgrade,Total,26,21470
2018,Voyvodina/North,Total,26,23249
2018,Central and West,Total,26,22933
2018,South and East,Total,26,18286
2018,State,Total,27,85717
2018,Belgrade,Total,27,21778
2018,Voyvodina/North,Total,27,23165
2018,Central and West,Total,27,22740
2018,South and East,Total,27,18034
2018,State,Total,28,86341
2018,Belgrade,Total,28,22607
2018,Voyvodina/North,Total,28,23185
2018,Central and West,Total,28,22364
2018,South and East,Total,28,18185
2018,State,Total,29,91407
2018,Belgrade,Total,29,24121
2018,Voyvodina/North,Total,29,25014
2018,Central and West,Total,29,23515
2018,South and East,Total,29,18757
2018,State,Total,30,92490
2018,Belgrade,Total,30,24905
2018,Voyvodina/North,Total,30,25032
2018,Central and West,Total,30,23647
2018,South and East,Total,30,18906
2018,State,Total,31,92104
2018,Belgrade,Total,31,25016
2018,Voyvodina/North,Total,31,24806
2018,Central and West,Total,31,23545
2018,South and East,Total,31,18737
2018,State,Total,32,94302
2018,Belgrade,Total,32,25707
2018,Voyvodina/North,Total,32,25632
2018,Central and West,Total,32,23954
2018,South and East,Total,32,19009
2018,State,Total,33,98564
2018,Belgrade,Total,33,27255
2018,Voyvodina/North,Total,33,26724
2018,Central and West,Total,33,25222
2018,South and East,Total,33,19363
2018,State,Total,34,98817
2018,Belgrade,Total,34,27620
2018,Voyvodina/North,Total,34,26779
2018,Central and West,Total,34,24938
2018,South and East,Total,34,19480
2018,State,Total,35,97428
2018,Belgrade,Total,35,27298
2018,Voyvodina/North,Total,35,26336
2018,Central and West,Total,35,24548
2018,South and East,Total,35,19246
2018,State,Total,36,96955
2018,Belgrade,Total,36,26868
2018,Voyvodina/North,Total,36,26432
2018,Central and West,Total,36,24655
2018,South and East,Total,36,19000
2018,State,Total,37,98803
2018,Belgrade,Total,37,27715
2018,Voyvodina/North,Total,37,26667
2018,Central and West,Total,37,24955
2018,South and East,Total,37,19466
2018,State,Total,38,98578
2018,Belgrade,Total,38,27264
2018,Voyvodina/North,Total,38,26648
2018,Central and West,Total,38,25217
2018,South and East,Total,38,19449
2018,State,Total,39,99834
2018,Belgrade,Total,39,27045
2018,Voyvodina/North,Total,39,27504
2018,Central and West,Total,39,25581
2018,South and East,Total,39,19704
2018,State,Total,40,100427
2018,Belgrade,Total,40,26860
2018,Voyvodina/North,Total,40,26847
2018,Central and West,Total,40,26549
2018,South and East,Total,40,20171
2018,State,Total,41,101301
2018,Belgrade,Total,41,26535
2018,Voyvodina/North,Total,41,27123
2018,Central and West,Total,41,26830
2018,South and East,Total,41,20813
2018,State,Total,42,101080
2018,Belgrade,Total,42,25599
2018,Voyvodina/North,Total,42,27057
2018,Central and West,Total,42,26995
2018,South and East,Total,42,21429
2018,State,Total,43,97989
2018,Belgrade,Total,43,24836
2018,Voyvodina/North,Total,43,25824
2018,Central and West,Total,43,26496
2018,South and East,Total,43,20833
2018,State,Total,44,97841
2018,Belgrade,Total,44,24651
2018,Voyvodina/North,Total,44,25860
2018,Central and West,Total,44,26382
2018,South and East,Total,44,20948
2018,State,Total,45,94924
2018,Belgrade,Total,45,23261
2018,Voyvodina/North,Total,45,25092
2018,Central and West,Total,45,25578
2018,South and East,Total,45,20993
2018,State,Total,46,94774
2018,Belgrade,Total,46,23378
2018,Voyvodina/North,Total,46,25199
2018,Central and West,Total,46,25821
2018,South and East,Total,46,20376
2018,State,Total,47,92470
2018,Belgrade,Total,47,22761
2018,Voyvodina/North,Total,47,24281
2018,Central and West,Total,47,25307
2018,South and East,Total,47,20121
2018,State,Total,48,93218
2018,Belgrade,Total,48,22261
2018,Voyvodina/North,Total,48,24582
2018,Central and West,Total,48,25708
2018,South and East,Total,48,20667
2018,State,Total,49,92229
2018,Belgrade,Total,49,21450
2018,Voyvodina/North,Total,49,25122
2018,Central and West,Total,49,25447
2018,South and East,Total,49,20210
2018,State,Total,50,92759
2018,Belgrade,Total,50,21347
2018,Voyvodina/North,Total,50,25401
2018,Central and West,Total,50,25632
2018,South and East,Total,50,20379
2018,State,Total,51,92411
2018,Belgrade,Total,51,20980
2018,Voyvodina/North,Total,51,25921
2018,Central and West,Total,51,25219
2018,South and East,Total,51,20291
2018,State,Total,52,94570
2018,Belgrade,Total,52,21357
2018,Voyvodina/North,Total,52,26297
2018,Central and West,Total,52,26211
2018,South and East,Total,52,20705
2018,State,Total,53,91209
2018,Belgrade,Total,53,20581
2018,Voyvodina/North,Total,53,25591
2018,Central and West,Total,53,25401
2018,South and East,Total,53,19636
2018,State,Total,54,94709
2018,Belgrade,Total,54,21343
2018,Voyvodina/North,Total,54,26288
2018,Central and West,Total,54,26749
2018,South and East,Total,54,20329
2018,State,Total,55,95522
2018,Belgrade,Total,55,21314
2018,Voyvodina/North,Total,55,26503
2018,Central and West,Total,55,27345
2018,South and East,Total,55,20360
2018,State,Total,56,98977
2018,Belgrade,Total,56,21954
2018,Voyvodina/North,Total,56,27598
2018,Central and West,Total,56,28105
2018,South and East,Total,56,21320
2018,State,Total,57,101773
2018,Belgrade,Total,57,22157
2018,Voyvodina/North,Total,57,28204
2018,Central and West,Total,57,29609
2018,South and East,Total,57,21803
2018,State,Total,58,97785
2018,Belgrade,Total,58,21655
2018,Voyvodina/North,Total,58,26920
2018,Central and West,Total,58,28337
2018,South and East,Total,58,20873
2018,State,Total,59,98846
2018,Belgrade,Total,59,21964
2018,Voyvodina/North,Total,59,26082
2018,Central and West,Total,59,29746
2018,South and East,Total,59,21054
2018,State,Total,60,96763
2018,Belgrade,Total,60,21526
2018,Voyvodina/North,Total,60,26690
2018,Central and West,Total,60,27878
2018,South and East,Total,60,20669
2018,State,Total,61,104777
2018,Belgrade,Total,61,23810
2018,Voyvodina/North,Total,61,29171
2018,Central and West,Total,61,30147
2018,South and East,Total,61,21649
2018,State,Total,62,107721
2018,Belgrade,Total,62,24416
2018,Voyvodina/North,Total,62,29032
2018,Central and West,Total,62,31134
2018,South and East,Total,62,23139
2018,State,Total,63,113915
2018,Belgrade,Total,63,25966
2018,Voyvodina/North,Total,63,29346
2018,Central and West,Total,63,34258
2018,South and East,Total,63,24345
2018,State,Total,64,109800
2018,Belgrade,Total,64,25104
2018,Voyvodina/North,Total,64,28410
2018,Central and West,Total,64,31988
2018,South and East,Total,64,24298
2018,State,Total,65,113344
2018,Belgrade,Total,65,25989
2018,Voyvodina/North,Total,65,28451
2018,Central and West,Total,65,33865
2018,South and East,Total,65,25039
2018,State,Total,66,95121
2018,Belgrade,Total,66,22358
2018,Voyvodina/North,Total,66,24593
2018,Central and West,Total,66,26836
2018,South and East,Total,66,21334
2018,State,Total,67,104643
2018,Belgrade,Total,67,24527
2018,Voyvodina/North,Total,67,26503
2018,Central and West,Total,67,29601
2018,South and East,Total,67,24012
2018,State,Total,68,96443
2018,Belgrade,Total,68,22977
2018,Voyvodina/North,Total,68,25309
2018,Central and West,Total,68,26850
2018,South and East,Total,68,21307
2018,State,Total,69,91960
2018,Belgrade,Total,69,21394
2018,Voyvodina/North,Total,69,23765
2018,Central and West,Total,69,24465
2018,South and East,Total,69,22336
2018,State,Total,70,83514
2018,Belgrade,Total,70,19767
2018,Voyvodina/North,Total,70,22277
2018,Central and West,Total,70,21583
2018,South and East,Total,70,19887
2018,State,Total,71,70870
2018,Belgrade,Total,71,16863
2018,Voyvodina/North,Total,71,19608
2018,Central and West,Total,71,19114
2018,South and East,Total,71,15285
2018,State,Total,72,50315
2018,Belgrade,Total,72,11496
2018,Voyvodina/North,Total,72,13136
2018,Central and West,Total,72,14289
2018,South and East,Total,72,11394
2018,State,Total,73,54709
2018,Belgrade,Total,73,11546
2018,Voyvodina/North,Total,73,13237
2018,Central and West,Total,73,15598
2018,South and East,Total,73,14328
2018,State,Total,74,54125
2018,Belgrade,Total,74,11123
2018,Voyvodina/North,Total,74,13789
2018,Central and West,Total,74,15666
2018,South and East,Total,74,13547
2018,State,Total,75,53877
2018,Belgrade,Total,75,11438
2018,Voyvodina/North,Total,75,14074
2018,Central and West,Total,75,14271
2018,South and East,Total,75,14094
2018,State,Total,76,54535
2018,Belgrade,Total,76,12313
2018,Voyvodina/North,Total,76,14211
2018,Central and West,Total,76,14891
2018,South and East,Total,76,13120
2018,State,Total,77,56039
2018,Belgrade,Total,77,12503
2018,Voyvodina/North,Total,77,13655
2018,Central and West,Total,77,16431
2018,South and East,Total,77,13450
2018,State,Total,78,51801
2018,Belgrade,Total,78,11825
2018,Voyvodina/North,Total,78,13415
2018,Central and West,Total,78,14825
2018,South and East,Total,78,11736
2018,State,Total,79,48801
2018,Belgrade,Total,79,11134
2018,Voyvodina/North,Total,79,12607
2018,Central and West,Total,79,13907
2018,South and East,Total,79,11153
2018,State,Total,80,46445
2018,Belgrade,Total,80,10697
2018,Voyvodina/North,Total,80,11515
2018,Central and West,Total,80,13330
2018,South and East,Total,80,10903
2018,State,Total,81,41898
2018,Belgrade,Total,81,9698
2018,Voyvodina/North,Total,81,10452
2018,Central and West,Total,81,12113
2018,South and East,Total,81,9635
2018,State,Total,82,38064
2018,Belgrade,Total,82,8704
2018,Voyvodina/North,Total,82,9277
2018,Central and West,Total,82,11286
2018,South and East,Total,82,8797
2018,State,Total,83,34954
2018,Belgrade,Total,83,7984
2018,Voyvodina/North,Total,83,8109
2018,Central and West,Total,83,10372
2018,South and East,Total,83,8489
2018,State,Total,84,29991
2018,Belgrade,Total,84,6721
2018,Voyvodina/North,Total,84,7327
2018,Central and West,Total,84,8926
2018,South and East,Total,84,7017
2018,State,Total,85,123127
2018,Belgrade,Total,85,29137
2018,Voyvodina/North,Total,85,28548
2018,Central and West,Total,85,36003
2018,South and East,Total,85,29439
2018,State,M,-1,3410592
2018,Belgrade,M,-1,797222
2018,Voyvodina/North,M,-1,909990
2018,Central and West,M,-1,953277
2018,South and East,M,-1,750103
2018,State,M,0,33145
2018,Belgrade,M,0,9188
2018,Voyvodina/North,M,0,8976
2018,Central and West,M,0,8639
2018,South and East,M,0,6342
2018,State,M,1,33252
2018,Belgrade,M,1,9072
2018,Voyvodina/North,M,1,8833
2018,Central and West,M,1,8830
2018,South and East,M,1,6517
2018,State,M,2,33807
2018,Belgrade,M,2,9355
2018,Voyvodina/North,M,2,9016
2018,Central and West,M,2,8981
2018,South and East,M,2,6455
2018,State,M,3,34076
2018,Belgrade,M,3,9303
2018,Voyvodina/North,M,3,9093
2018,Central and West,M,3,9100
2018,South and East,M,3,6580
2018,State,M,4,33436
2018,Belgrade,M,4,9124
2018,Voyvodina/North,M,4,8943
2018,Central and West,M,4,8768
2018,South and East,M,4,6601
2018,State,M,5,34278
2018,Belgrade,M,5,9099
2018,Voyvodina/North,M,5,9275
2018,Central and West,M,5,9232
2018,South and East,M,5,6672
2018,State,M,6,33773
2018,Belgrade,M,6,8979
2018,Voyvodina/North,M,6,9177
2018,Central and West,M,6,8982
2018,South and East,M,6,6635
2018,State,M,7,33892
2018,Belgrade,M,7,8825
2018,Voyvodina/North,M,7,9154
2018,Central and West,M,7,9274
2018,South and East,M,7,6639
2018,State,M,8,34706
2018,Belgrade,M,8,8502
2018,Voyvodina/North,M,8,9310
2018,Central and West,M,8,9841
2018,South and East,M,8,7053
2018,State,M,9,34519
2018,Belgrade,M,9,8448
2018,Voyvodina/North,M,9,9283
2018,Central and West,M,9,9652
2018,South and East,M,9,7136
2018,State,M,10,34017
2018,Belgrade,M,10,7903
2018,Voyvodina/North,M,10,9139
2018,Central and West,M,10,9797
2018,South and East,M,10,7178
2018,State,M,11,34947
2018,Belgrade,M,11,7934
2018,Voyvodina/North,M,11,9334
2018,Central and West,M,11,10202
2018,South and East,M,11,7477
2018,State,M,12,35771
2018,Belgrade,M,12,7962
2018,Voyvodina/North,M,12,9602
2018,Central and West,M,12,10461
2018,South and East,M,12,7746
2018,State,M,13,36718
2018,Belgrade,M,13,8049
2018,Voyvodina/North,M,13,9693
2018,Central and West,M,13,10684
2018,South and East,M,13,8292
2018,State,M,14,37205
2018,Belgrade,M,14,7990
2018,Voyvodina/North,M,14,9906
2018,Central and West,M,14,10908
2018,South and East,M,14,8401
2018,State,M,15,36928
2018,Belgrade,M,15,8125
2018,Voyvodina/North,M,15,9736
2018,Central and West,M,15,10547
2018,South and East,M,15,8520
2018,State,M,16,37211
2018,Belgrade,M,16,7979
2018,Voyvodina/North,M,16,10016
2018,Central and West,M,16,10736
2018,South and East,M,16,8480
2018,State,M,17,34760
2018,Belgrade,M,17,7392
2018,Voyvodina/North,M,17,9241
2018,Central and West,M,17,10125
2018,South and East,M,17,8002
2018,State,M,18,35172
2018,Belgrade,M,18,7448
2018,Voyvodina/North,M,18,9334
2018,Central and West,M,18,10231
2018,South and East,M,18,8159
2018,State,M,19,35898
2018,Belgrade,M,19,7606
2018,Voyvodina/North,M,19,9637
2018,Central and West,M,19,10280
2018,South and East,M,19,8375
2018,State,M,20,37414
2018,Belgrade,M,20,7949
2018,Voyvodina/North,M,20,10096
2018,Central and West,M,20,10711
2018,South and East,M,20,8658
2018,State,M,21,39569
2018,Belgrade,M,21,8645
2018,Voyvodina/North,M,21,10668
2018,Central and West,M,21,11120
2018,South and East,M,21,9136
2018,State,M,22,41823
2018,Belgrade,M,22,9132
2018,Voyvodina/North,M,22,11339
2018,Central and West,M,22,11646
2018,South and East,M,22,9706
2018,State,M,23,41607
2018,Belgrade,M,23,9175
2018,Voyvodina/North,M,23,11188
2018,Central and West,M,23,11556
2018,South and East,M,23,9688
2018,State,M,24,42545
2018,Belgrade,M,24,9289
2018,Voyvodina/North,M,24,11601
2018,Central and West,M,24,11814
2018,South and East,M,24,9841
2018,State,M,25,42277
2018,Belgrade,M,25,9643
2018,Voyvodina/North,M,25,11335
2018,Central and West,M,25,11562
2018,South and East,M,25,9737
2018,State,M,26,43847
2018,Belgrade,M,26,10319
2018,Voyvodina/North,M,26,11843
2018,Central and West,M,26,12081
2018,South and East,M,26,9604
2018,State,M,27,43871
2018,Belgrade,M,27,10493
2018,Voyvodina/North,M,27,12000
2018,Central and West,M,27,11869
2018,South and East,M,27,9509
2018,State,M,28,44018
2018,Belgrade,M,28,10910
2018,Voyvodina/North,M,28,11888
2018,Central and West,M,28,11717
2018,South and East,M,28,9503
2018,State,M,29,46965
2018,Belgrade,M,29,11553
2018,Voyvodina/North,M,29,13017
2018,Central and West,M,29,12497
2018,South and East,M,29,9898
2018,State,M,30,47359
2018,Belgrade,M,30,11941
2018,Voyvodina/North,M,30,12995
2018,Central and West,M,30,12414
2018,South and East,M,30,10009
2018,State,M,31,46889
2018,Belgrade,M,31,12049
2018,Voyvodina/North,M,31,12800
2018,Central and West,M,31,12315
2018,South and East,M,31,9725
2018,State,M,32,48104
2018,Belgrade,M,32,12358
2018,Voyvodina/North,M,32,13275
2018,Central and West,M,32,12460
2018,South and East,M,32,10011
2018,State,M,33,50124
2018,Belgrade,M,33,13142
2018,Voyvodina/North,M,33,13855
2018,Central and West,M,33,13120
2018,South and East,M,33,10007
2018,State,M,34,50384
2018,Belgrade,M,34,13444
2018,Voyvodina/North,M,34,13876
2018,Central and West,M,34,12899
2018,South and East,M,34,10165
2018,State,M,35,49564
2018,Belgrade,M,35,13247
2018,Voyvodina/North,M,35,13590
2018,Central and West,M,35,12834
2018,South and East,M,35,9893
